"sponsor_name","phase","trial_count","rank_within_phase"
Faeth Therapeutics,PHASE2,1,161
"ImmunoVaccine Technologies, Inc. (IMV Inc.)",PHASE2,1,161
Hua Zhang,PHASE2,1,161
ImmunoGenesis,PHASE2,1,161
"ImmunityBio, Inc.",PHASE2,1,161
Nir Peled,PHASE2,1,161
Immune Oncology Research Institute,PHASE2,1,161
Hetian District People's Hospital,PHASE2,1,161
Maastricht University Medical Center,PHASE2,1,161
Hunan Cancer Hospital,PHASE2,1,161
Northern Jiangsu People's Hospital,PHASE2,1,161
Ajeet Gajra,PHASE2,1,161
Northwestern University,PHASE2,1,161
"iLeukon Therapeutics, Inc.",PHASE2,1,161
EuroCityClinic LLC,PHASE2,1,161
Hutchison Medipharma Limited,PHASE2,1,161
University of Southern California,PHASE2,1,161
University of Rochester,PHASE2,1,161
University of Pittsburgh,PHASE2,1,161
Arafat Tfayli,PHASE2,1,161
Arbeitsgemeinschaft Nuklearmedizin und Strahlentherapie der DEGRO und DGN,PHASE2,1,161
Ari Raphael,PHASE2,1,161
"Armando Santoro, MD",PHASE2,1,161
University of Nebraska,PHASE2,1,161
NovoCure Ltd.,PHASE2,1,161
"ArQule, Inc., a subsidiary of Merck Sharp & Dohme LLC, a subsidiary of Merck & Co., Inc. (Rahway, NJ USA)",PHASE2,1,161
"Array Biopharma, now a wholly owned subsidiary of Pfizer",PHASE2,1,161
"University of Maryland, Baltimore",PHASE2,1,161
Haruhiko Fukuda,PHASE2,1,161
Jin Hyoung Kang,PHASE2,1,161
"NuRx Pharmaceuticals, Inc.",PHASE2,1,161
Henan Provincial People's Hospital,PHASE2,1,161
Ascenta Therapeutics,PHASE2,1,161
University of Florida,PHASE2,1,161
Assistance Publique Hopitaux De Marseille,PHASE2,1,161
"Hangzhou ACEA Pharmaceutical Research Co., Ltd.",PHASE2,1,161
Astellas Pharma Inc,PHASE2,1,161
Hamamatsu University,PHASE2,1,161
"Haining Health-Coming Biotech Co., Ltd.",PHASE2,1,161
Heat Biologics,PHASE2,1,161
University of British Columbia,PHASE2,1,161
"OBI Pharma, Inc",PHASE2,1,161
Jazz Pharmaceuticals,PHASE2,1,161
University of Birmingham,PHASE2,1,161
"Elpiscience (Suzhou) Biopharma, Ltd.",PHASE2,1,161
Ohio State University Comprehensive Cancer Center,PHASE2,1,161
University of Arizona,PHASE2,1,161
Yuankai Shi,PHASE2,1,161
"AVEO Pharmaceuticals, Inc.",PHASE2,1,161
Olfred Hansen,PHASE2,1,161
"Avistone Biotechnology Co., Ltd.",PHASE2,1,161
University Medical Center Groningen,PHASE2,1,161
JIANYANG WANG,PHASE2,1,161
Elevation Oncology,PHASE2,1,161
University Hospital Regensburg,PHASE2,1,161
"OncoNano Medicine, Inc.",PHASE2,1,161
"Haihong Yang, MD, Pricipal investigator",PHASE2,1,161
Oncozyme Pharma Inc.,PHASE2,1,161
"University Hospital, Brest",PHASE2,1,161
"University Hospital, Basel, Switzerland",PHASE2,1,161
Jianxing He,PHASE2,1,161
"University Hospital, Angers",PHASE2,1,161
"University of Wisconsin, Madison",PHASE2,1,161
Ontario Clinical Oncology Group (OCOG),PHASE2,1,161
BeBetter Med Inc,PHASE2,1,161
Heather Wakelee,PHASE2,1,161
"Optimum Therapeutics, LLC",PHASE2,1,161
Agennix,PHASE2,1,161
Jeffrey Clarke,PHASE2,1,161
Wei Zhou,PHASE2,1,161
"John L. Villano, MD, PhD",PHASE2,1,161
OSI Pharmaceuticals,PHASE2,1,161
Università Vita-Salute San Raffaele,PHASE2,1,161
"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",PHASE2,1,161
Effector Therapeutics,PHASE2,1,161
Oxford University Hospitals NHS Trust,PHASE2,1,161
Edward Hirschowitz,PHASE2,1,161
"Jian-Guo Zhou, MD, PhD",PHASE2,1,161
Kidney Cancer Research Bureau,PHASE2,1,161
"Pasi A. Janne, MD, PhD",PHASE2,1,161
Beijing Chest Hospital,PHASE2,1,161
ZhuGuangYing,PHASE2,1,161
ECOG-ACRIN Cancer Research Group,PHASE2,1,161
Yongchang Zhang,PHASE2,1,161
AGC Biologics S.p.A.,PHASE2,1,161
LungenClinic Grosshansdorf,PHASE2,1,161
Beijing Haidian Hospital,PHASE2,1,161
Beijing Hospital,PHASE2,1,161
Peking University,PHASE2,1,161
Dr Joanne CHIU,PHASE2,1,161
Gyeongsang National University Hospital,PHASE2,1,161
Beijing Pearl Biotechnology Limited Liability Company,PHASE2,1,161
Peking University First Hospital,PHASE2,1,161
Tongji Hospital,PHASE2,1,161
Tomoshi Tsuchiya,PHASE2,1,161
Luhua Wang,PHASE2,1,161
"Timothy Burns, MD, PHD",PHASE2,1,161
Beth Israel Medical Center,PHASE2,1,161
Klus Pharma Inc.,PHASE2,1,161
Peking University Third Hospital,PHASE2,1,161
Kobe City General Hospital,PHASE2,1,161
Peng Zhang,PHASE2,1,161
People's Hospital of Guangxi Zhuang Autonomous Region,PHASE2,1,161
Zhou Chengzhi,PHASE2,1,161
Three Gorges Hospital of Chongqing University,PHASE2,1,161
YM BioSciences,PHASE2,1,161
"The University of Texas Health Science Center, Houston",PHASE2,1,161
BicycleTx Limited,PHASE2,1,161
Dong-A University Hospital,PHASE2,1,161
Bi Nan,PHASE2,1,161
TheraOp,PHASE2,1,161
The Methodist Hospital Research Institute,PHASE2,1,161
"David M. Jackman, MD",PHASE2,1,161
The Fourth Affiliated Hospital of Zhejiang University School of Medicine,PHASE2,1,161
BioNTech SE,PHASE2,1,161
Hellenic Cooperative Oncology Group,PHASE2,1,161
The First Affiliated Hospital of Zhengzhou University,PHASE2,1,161
Wen-zhao ZHONG,PHASE2,1,161
Kobe Minimally Invasive Cancer Center,PHASE2,1,161
PharmaMar,PHASE2,1,161
Pharmatech,PHASE2,1,161
"Biotech Pharmaceutical Co., Ltd.",PHASE2,1,161
Dartmouth-Hitchcock Medical Center,PHASE2,1,161
The Cooper Health System,PHASE2,1,161
Pierre Fabre Medicament,PHASE2,1,161
The Catholic University of Korea,PHASE2,1,161
Pingping Song,PHASE2,1,161
The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,PHASE2,1,161
Telik,PHASE2,1,161
Yang Hong,PHASE2,1,161
Affiliated Hospital of Hebei University,PHASE2,1,161
Korea Institute of Oriental Medicine,PHASE2,1,161
TC Biopharm,PHASE2,1,161
Prelude Therapeutics,PHASE2,1,161
Mark Vincent,PHASE2,1,161
"Proacta, Incorporated",PHASE2,1,161
Prof. Dr. Cemil Tascıoglu Education and Research Hospital Organization,PHASE2,1,161
Loyola University,PHASE2,1,161
Tata Memorial Hospital,PHASE2,1,161
Providence Health & Services,PHASE2,1,161
"Tasly Pharmaceuticals, Inc.",PHASE2,1,161
"Puma Biotechnology, Inc.",PHASE2,1,161
Pusan National University Hospital,PHASE2,1,161
"Tasly Biopharmaceuticals Co., Ltd.",PHASE2,1,161
Korea University Guro Hospital,PHASE2,1,161
"GU Research Network, LLC",PHASE2,1,161
Kunming Medical University,PHASE2,1,161
"Tamir Biotechnology, Inc.",PHASE2,1,161
Takeda,PHASE2,1,161
Burzynski Research Institute,PHASE2,1,161
Qilu Hospital of Shandong University,PHASE2,1,161
"Taipei Veterans General Hospital, Taiwan",PHASE2,1,161
"Calithera Biosciences, Inc",PHASE2,1,161
London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,PHASE2,1,161
"Symphony Evolution, Inc.",PHASE2,1,161
Syed Jafri,PHASE2,1,161
SWOG Cancer Research Network,PHASE2,1,161
Qingdao Central Hospital,PHASE2,1,161
CytRx,PHASE2,1,161
Cambridge University Hospitals NHS Foundation Trust,PHASE2,1,161
Quanli Gao,PHASE2,1,161
Canadian Cancer Trials Group,PHASE2,1,161
Qu Biologics Inc.,PHASE2,1,161
Rabin Medical Center,PHASE2,1,161
Swedish Orphan Biovitrum,PHASE2,1,161
"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",PHASE2,1,161
Radiation Therapy Oncology Group,PHASE2,1,161
Abbott,PHASE2,1,161
CancerCare Manitoba,PHASE2,1,161
Laboratorio Elea Phoenix S.A.,PHASE2,1,161
CStone Pharmaceuticals,PHASE2,1,161
Rain Oncology Inc,PHASE2,1,161
Affiliated Cancer Hospital & Institute of Guangzhou Medical University,PHASE2,1,161
Rasim Gucalp,PHASE2,1,161
Academic Thoracic Oncology Medical Investigators Consortium,PHASE2,1,161
"Suzhou BlueHorse Therapeutics Co., Ltd.",PHASE2,1,161
Western Regional Medical Center,PHASE2,1,161
Susanne Arnold,PHASE2,1,161
Vaxon Biotech,PHASE2,1,161
Latin American Cooperative Oncology Group,PHASE2,1,161
"Xuanwu Hospital, Beijing",PHASE2,1,161
Sung Yong Lee,PHASE2,1,161
St. Joseph's Healthcare Hamilton,PHASE2,1,161
Celgene,PHASE2,1,161
"CSPC Megalith Biopharmaceutical Co.,Ltd.",PHASE2,1,161
St. John Providence Health System,PHASE2,1,161
"RemeGen Co., Ltd.",PHASE2,1,161
Steba Biotech S.A.,PHASE2,1,161
Celgene Corporation,PHASE2,1,161
"Replimune, Inc.",PHASE2,1,161
"Criterium, Inc.",PHASE2,1,161
"CellSight Technologies, Inc.",PHASE2,1,161
"Revolution Medicines, Inc.",PHASE2,1,161
Jiangsu Cancer Institute & Hospital,PHASE2,1,161
"Spectrum Pharmaceuticals, Inc",PHASE2,1,161
"Rigshospitalet, Denmark",PHASE2,1,161
Spanish Lung Cancer Group,PHASE2,1,161
"Southwest Hospital, China",PHASE2,1,161
"Southern Medical University, China",PHASE2,1,161
Southern Italy Cooperative Oncology Group,PHASE2,1,161
Roswell Park Cancer Institute,PHASE2,1,161
SOTIO Biotech AG,PHASE2,1,161
Accuray Incorporated,PHASE2,1,161
West Virginia University,PHASE2,1,161
Xiaorong Dong,PHASE2,1,161
Sinocelltech Ltd.,PHASE2,1,161
Jialei Wang,PHASE2,1,161
R-Pharm,PHASE2,1,161
Centre Antoine Lacassagne,PHASE2,1,161
"Clinical Research Center for Solid Tumor, Korea",PHASE2,1,161
Siemens Molecular Imaging,PHASE2,1,161
Sidney Kimmel Comprehensive Cancer Center at Thomas Jefferson University,PHASE2,1,161
City of Hope Medical Center,PHASE2,1,161
"Rutgers, The State University of New Jersey",PHASE2,1,161
Chunxia Su,PHASE2,1,161
Lecia V. Sequist,PHASE2,1,161
Centre Hospitalier Universitaire de Besancon,PHASE2,1,161
Guangzhou University of Traditional Chinese Medicine,PHASE2,1,161
Centre Leon Berard,PHASE2,1,161
Shirish M Gadgeel,PHASE2,1,161
Chang Gung Memorial Hospital,PHASE2,1,161
"Shenzhen TargetRx Co., Ltd.",PHASE2,1,161
"Shenzhen SiBiono GeneTech Co.,Ltd",PHASE2,1,161
"Shenzhen Celconta Life Science Co., Ltd.",PHASE2,1,161
WindMIL Therapeutics,PHASE2,1,161
Changhai Hospital,PHASE2,1,161
Changzhou Cancer Hospital of Soochow University,PHASE2,1,161
"Li Zhang, MD",PHASE2,1,161
Changzhou No.2 People's Hospital,PHASE2,1,161
"Schwartzberg, Lee, M.D.",PHASE2,1,161
SciClone Pharmaceuticals,PHASE2,1,161
Zhejiang Provincial People's Hospital,PHASE2,1,161
"Check, Jerome H., M.D., Ph.D.",PHASE2,1,161
"Guangzhou JOYO Pharma Co., Ltd",PHASE2,1,161
Li Zhang,PHASE2,1,161
Xiangya Hospital of Central South University,PHASE2,1,161
"Seagen, a wholly owned subsidiary of Pfizer",PHASE2,1,161
Shanghai Proton and Heavy Ion Center,PHASE2,1,161
Seagen Inc.,PHASE2,1,161
Chonnam National University Hospital,PHASE2,1,161
Second Affiliated Hospital of Guangzhou Medical University,PHASE2,1,161
Ji Yongling,PHASE2,1,161
Zhijie Wang,PHASE2,1,161
LIN QIANG,PHASE2,1,161
Shanghai JMT-Bio Inc.,PHASE2,1,161
Wuhan University,PHASE2,1,161
Shanghai Jiao Tong University School of Medicine,PHASE2,1,161
Chinese Society of Lung Cancer,PHASE2,1,161
"Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical Co., Ltd.",PHASE2,1,161
"Shanghai Hengrui Pharmaceutical Co., Ltd.",PHASE2,1,161
Lisette Nixon,PHASE2,1,161
Second Xiangya Hospital of Central South University,PHASE2,1,161
"Shanghai Allink Biotherapeutics Co., Ltd.",PHASE2,1,161
Wu Nan,PHASE2,1,161
Chinese PLA General Hospital,PHASE2,1,161
AbbVie,PHASE2/PHASE3,3,1
Shanghai Chest Hospital,PHASE2/PHASE3,3,1
Bristol-Myers Squibb,PHASE2/PHASE3,2,3
Regeneron Pharmaceuticals,PHASE2/PHASE3,2,3
"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",PHASE2/PHASE3,2,3
"Sichuan Baili Pharmaceutical Co., Ltd.",PHASE2/PHASE3,2,3
Sun Yat-sen University,PHASE2/PHASE3,2,3
SWOG Cancer Research Network,PHASE2/PHASE3,2,3
Tianjin Medical University Cancer Institute and Hospital,PHASE2/PHASE3,2,3
Hoffmann-La Roche,PHASE2/PHASE3,2,3
Instituto Nacional de Cancerologia de Mexico,PHASE2/PHASE3,1,11
"Clovis Oncology, Inc.",PHASE2/PHASE3,1,11
"Jiangsu Healthy Life Innovation Medical Technology Co., Ltd",PHASE2/PHASE3,1,11
"National Cancer Institute, Naples",PHASE2/PHASE3,1,11
Dana-Farber Cancer Institute,PHASE2/PHASE3,1,11
Hadassah Medical Organization,PHASE2/PHASE3,1,11
"University Hospital, Brest",PHASE2/PHASE3,1,11
"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",PHASE2/PHASE3,1,11
Hamamatsu University,PHASE2/PHASE3,1,11
"Shanghai Pulmonary Hospital, Shanghai, China",PHASE2/PHASE3,1,11
AIO-Studien-gGmbH,PHASE2/PHASE3,1,11
"Shanghai Shengdi Pharmaceutical Co., Ltd",PHASE2/PHASE3,1,11
Hunan Province Tumor Hospital,PHASE2/PHASE3,1,11
Mirati Therapeutics Inc.,PHASE2/PHASE3,1,11
NewLink Genetics Corporation,PHASE2/PHASE3,1,11
Merck Sharp & Dohme LLC,PHASE2/PHASE3,1,11
Taizhou Hanzhong biomedical co. LTD,PHASE2/PHASE3,1,11
BioNTech SE,PHASE2/PHASE3,1,11
Synta Pharmaceuticals Corp.,PHASE2/PHASE3,1,11
Hansoh BioMedical R&D Company,PHASE2/PHASE3,1,11
Kong Fanming,PHASE2/PHASE3,1,11
Swiss Cancer Institute,PHASE2/PHASE3,1,11
Shanghai Henlius Biotech,PHASE2/PHASE3,1,11
"Han Xu, M.D., Ph.D., FAPCR, Sponsor-Investigator, IRB Chair",PHASE2/PHASE3,1,11
Second Affiliated Hospital of Nanchang University,PHASE2/PHASE3,1,11
Guangdong Association of Clinical Trials,PHASE2/PHASE3,1,11
People's Hospital of Guangxi Zhuang Autonomous Region,PHASE2/PHASE3,1,11
Shanghai JMT-Bio Inc.,PHASE2/PHASE3,1,11
"Betta Pharmaceuticals Co., Ltd.",PHASE2/PHASE3,1,11
Guangdong Provincial People's Hospital,PHASE2/PHASE3,1,11
Dong-A University Hospital,PHASE2/PHASE3,1,11
"Jeffrey Zwicker, MD",PHASE2/PHASE3,1,11
Chinese Academy of Medical Sciences,PHASE2/PHASE3,1,11
"Alpha Biopharma (Jiangsu) Co., Ltd.",PHASE2/PHASE3,1,11
National Cancer Institute (NCI),PHASE2/PHASE3,1,11
"Second Affiliated Hospital, School of Medicine, Zhejiang University",PHASE2/PHASE3,1,11
Hoffmann-La Roche,PHASE3,34,1
Merck Sharp & Dohme LLC,PHASE3,28,2
AstraZeneca,PHASE3,22,3
Bristol-Myers Squibb,PHASE3,14,4
Eli Lilly and Company,PHASE3,12,5
Sun Yat-sen University,PHASE3,9,6
National Cancer Institute (NCI),PHASE3,8,7
Novartis Pharmaceuticals,PHASE3,8,7
Amgen,PHASE3,7,9
Pfizer,PHASE3,7,9
"National Cancer Institute, Naples",PHASE3,6,11
"Betta Pharmaceuticals Co., Ltd.",PHASE3,6,11
BeiGene,PHASE3,5,13
"Sichuan Baili Pharmaceutical Co., Ltd.",PHASE3,5,13
"Jiangsu Hansoh Pharmaceutical Co., Ltd.",PHASE3,5,13
"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",PHASE3,4,16
"Jiangsu HengRui Medicine Co., Ltd.",PHASE3,4,16
Daiichi Sankyo,PHASE3,4,16
Guangdong Association of Clinical Trials,PHASE3,4,16
"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",PHASE3,4,16
Intergroupe Francophone de Cancerologie Thoracique,PHASE3,3,21
Zhejiang Cancer Hospital,PHASE3,3,21
"Genentech, Inc.",PHASE3,3,21
Hunan Province Tumor Hospital,PHASE3,3,21
Hutchison Medipharma Limited,PHASE3,3,21
Samsung Medical Center,PHASE3,3,21
Innovent Biologics (Suzhou) Co. Ltd.,PHASE3,3,21
AbbVie,PHASE3,3,21
"Shanghai Junshi Bioscience Co., Ltd.",PHASE3,3,21
Akeso,PHASE3,3,21
Eisai Inc.,PHASE3,3,21
Summit Therapeutics,PHASE3,3,21
"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",PHASE3,3,21
"CSPC Megalith Biopharmaceutical Co.,Ltd.",PHASE3,3,21
"Helsinn Therapeutics (U.S.), Inc",PHASE3,3,21
Ontario Clinical Oncology Group (OCOG),PHASE3,2,36
"Astellas Pharma Global Development, Inc.",PHASE3,2,36
Shanghai Chest Hospital,PHASE3,2,36
Alliance for Clinical Trials in Oncology,PHASE3,2,36
Regeneron Pharmaceuticals,PHASE3,2,36
ETOP IBCSG Partners Foundation,PHASE3,2,36
"Samsung Bioepis Co., Ltd.",PHASE3,2,36
Tongji University,PHASE3,2,36
Beijing Pearl Biotechnology Limited Liability Company,PHASE3,2,36
Shanghai University of Traditional Chinese Medicine,PHASE3,2,36
Gilead Sciences,PHASE3,2,36
Canadian Cancer Trials Group,PHASE3,2,36
"Gustave Roussy, Cancer Campus, Grand Paris",PHASE3,2,36
The First Affiliated Hospital of Guangzhou Medical University,PHASE3,2,36
Xinjiang Medical University,PHASE3,2,36
BeyondSpring Pharmaceuticals Inc.,PHASE3,2,36
"Changchun GeneScience Pharmaceutical Co., Ltd.",PHASE3,2,36
NovoCure GmbH,PHASE3,2,36
"Merck KGaA, Darmstadt, Germany",PHASE3,2,36
"Allist Pharmaceuticals, Inc.",PHASE3,2,36
"Second Affiliated Hospital, School of Medicine, Zhejiang University",PHASE3,2,36
QLT Inc.,PHASE3,2,36
"EMD Serono Research & Development Institute, Inc.",PHASE3,2,36
University of Texas Southwestern Medical Center,PHASE3,2,36
"Qilu Pharmaceutical Co., Ltd.",PHASE3,2,36
Incyte Corporation,PHASE3,2,36
Shouyao Holdings (Beijing) Co. LTD,PHASE3,2,36
"Shanghai Huaota Biopharmaceutical Co., Ltd.",PHASE3,2,36
"Rigshospitalet, Denmark",PHASE3,2,36
"Nanjing Sanhome Pharmaceutical, Co., Ltd.",PHASE3,2,36
Chinese Academy of Sciences,PHASE3,1,66
Chinese Academy of Medical Sciences,PHASE3,1,66
Shanghai Fosun Pharmaceutical Industrial Development Co. Ltd.,PHASE3,1,66
Hansoh BioMedical R&D Company,PHASE3,1,66
"Xcovery Holdings, Inc.",PHASE3,1,66
Shanghai Henlius Biotech,PHASE3,1,66
Shanghai Jiao Tong University School of Medicine,PHASE3,1,66
Achieve Life Sciences,PHASE3,1,66
Shanghai JMT-Bio Inc.,PHASE3,1,66
Chinese Society of Lung Cancer,PHASE3,1,66
"Shanghai Yizhong Pharmaceutical Co., Ltd.",PHASE3,1,66
Sanofi,PHASE3,1,66
"Shenyang Sunshine Pharmaceutical Co., LTD.",PHASE3,1,66
Guangdong Provincial People's Hospital,PHASE3,1,66
Sichuan Cancer Hospital and Research Institute,PHASE3,1,66
Sichuan Provincial People's Hospital,PHASE3,1,66
Centre Hospitalier Intercommunal Creteil,PHASE3,1,66
"RTOG Foundation, Inc.",PHASE3,1,66
Sinocelltech Ltd.,PHASE3,1,66
"SK Chemicals Co., Ltd.",PHASE3,1,66
Royal Marsden NHS Foundation Trust,PHASE3,1,66
"Clovis Oncology, Inc.",PHASE3,1,66
Spanish Lung Cancer Group,PHASE3,1,66
"Revolution Medicines, Inc.",PHASE3,1,66
"RemeGen Co., Ltd.",PHASE3,1,66
Region Skane,PHASE3,1,66
CBA Research,PHASE3,1,66
St. Joseph's Healthcare Hamilton,PHASE3,1,66
Sun Farm Corporation,PHASE3,1,66
Xin Ye,PHASE3,1,66
"Candel Therapeutics, Inc.",PHASE3,1,66
"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",PHASE3,1,66
"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",PHASE3,1,66
"Suzhou Puhe Pharmaceutical Technology Co., LTD",PHASE3,1,66
CStone Pharmaceuticals,PHASE3,1,66
Radiation Therapy Oncology Group,PHASE3,1,66
"Xuanzhu Biopharmaceutical Co., Ltd.",PHASE3,1,66
xuling,PHASE3,1,66
Synta Pharmaceuticals Corp.,PHASE3,1,66
"American Regent, Inc.",PHASE3,1,66
Caicun Zhou,PHASE3,1,66
Takeda,PHASE3,1,66
Qianfoshan Hospital,PHASE3,1,66
Tang-Du Hospital,PHASE3,1,66
Tata Memorial Hospital,PHASE3,1,66
Prestige Biopharma Limited,PHASE3,1,66
Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,PHASE3,1,66
Boehringer Ingelheim,PHASE3,1,66
Yantai LNC Biotechnology Singapore PTE. LTD.,PHASE3,1,66
Bio-Thera Solutions,PHASE3,1,66
Dartmouth-Hitchcock Medical Center,PHASE3,1,66
"BioNumerik Pharmaceuticals, Inc.",PHASE3,1,66
"Dizal (Jiangsu) Pharmaceutical Co., Ltd.",PHASE3,1,66
Biocad,PHASE3,1,66
The Norwegian Lung Cancer Study Group,PHASE3,1,66
Dizal Pharmaceuticals,PHASE3,1,66
Heidelberg University,PHASE3,1,66
"Jiangsu Wuzhong Pharmaceutical Group Co., Ltd.",PHASE3,1,66
Third Military Medical University,PHASE3,1,66
Peregrine Pharmaceuticals,PHASE3,1,66
Tianjin Medical University Cancer Institute and Hospital,PHASE3,1,66
Peking University People's Hospital,PHASE3,1,66
"Beijing Mabworks Biotech Co., Ltd.",PHASE3,1,66
Peking Union Medical College Hospital,PHASE3,1,66
Jemincare,PHASE3,1,66
PD Dr. med. Wolfgang Schuette,PHASE3,1,66
"Beijing Biostar Pharmaceuticals Co., Ltd.",PHASE3,1,66
"University of Wisconsin, Madison",PHASE3,1,66
ECOG-ACRIN Cancer Research Group,PHASE3,1,66
OSI Pharmaceuticals,PHASE3,1,66
OSE Immunotherapeutics,PHASE3,1,66
"Ono Pharmaceutical Co., Ltd.",PHASE3,1,66
"University Hospital, Antwerp",PHASE3,1,66
Bayer,PHASE3,1,66
"University Hospital, Limoges",PHASE3,1,66
"University Hospital, Linkoeping",PHASE3,1,66
Azienda Ospedaliero-Universitaria di Parma,PHASE3,1,66
GTx,PHASE3,1,66
Haihua Yang,PHASE3,1,66
Hannover Medical School,PHASE3,1,66
EMD Serono,PHASE3,1,66
Gruppo Oncologico Italiano di Ricerca Clinica,PHASE3,1,66
Astellas Pharma Inc,PHASE3,1,66
Nuvation Bio Inc.,PHASE3,1,66
Nuvalent Inc.,PHASE3,1,66
Asan Medical Center,PHASE3,1,66
"ArriVent BioPharma, Inc.",PHASE3,1,66
Maastricht Radiation Oncology,PHASE3,1,66
"3D Medicines (Sichuan) Co., Ltd.",PHASE3,1,66
"Hangzhou ACEA Pharmaceutical Research Co., Ltd.",PHASE3,1,66
Yuhan Corporation,PHASE3,1,66
"Janssen Research & Development, LLC",PHASE3,1,66
Ariad Pharmaceuticals,PHASE3,1,66
NovaRx Corporation,PHASE3,1,66
"Kael-GemVax Co., Ltd.",PHASE3,1,66
"ImmunityBio, Inc.",PHASE3,1,66
Immunotec Inc.,PHASE3,1,66
Immutep S.A.S.,PHASE3,1,66
Hospices Civils de Lyon,PHASE3,1,66
Inje University,PHASE3,1,66
"Mabscale, LLC",PHASE3,1,66
mAbxience Research S.L.,PHASE3,1,66
Fundación GECP,PHASE3,1,66
Instituto Nacional de Cancerologia de Mexico,PHASE3,1,66
H. Lee Moffitt Cancer Center and Research Institute,PHASE3,1,66
"InxMed (Shanghai) Co., Ltd.",PHASE3,1,66
National Cancer Center Hospital East,PHASE3,1,66
Formycon AG,PHASE3,1,66
Medical University of Gdansk,PHASE3,1,66
"Genzyme, a Sanofi Company",PHASE3,1,66
"MediLink Therapeutics (Suzhou) Co., Ltd.",PHASE3,1,66
"Nasser Hanna, M.D.",PHASE3,1,66
Genfleet Therapeutics (Shanghai) Inc.,PHASE3,1,66
Mirati Therapeutics Inc.,PHASE3,1,66
"Shandong Suncadia Medicine Co., Ltd.",PHASE3,1,66
Hellenic Oncology Research Group,PHASE3,1,66
"Shanghai Cancer Hospital, China",PHASE3,1,66
Hoffmann-La Roche,PHASE4,7,1
"Betta Pharmaceuticals Co., Ltd.",PHASE4,6,2
AstraZeneca,PHASE4,4,3
Shandong Cancer Hospital and Institute,PHASE4,2,4
"Simcere Pharmaceutical Co., Ltd",PHASE4,2,4
Eli Lilly and Company,PHASE4,1,6
Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,PHASE4,1,6
Pfizer,PHASE4,1,6
Bristol-Myers Squibb,PHASE4,1,6
Shanghai Chest Hospital,PHASE4,1,6
Centre Georges Francois Leclerc,PHASE4,1,6
National Guard Health Affairs,PHASE4,1,6
Qiming Wang,PHASE4,1,6
Celgene,PHASE4,1,6
Catalysis SL,PHASE4,1,6
Fujian Medical University Union Hospital,PHASE4,1,6
"Jiangsu Famous Medical Technology Co., Ltd.",PHASE4,1,6
Sun Yat-sen University,PHASE4,1,6
Fundacion Clinic per a la Recerca Biomédica,PHASE4,1,6
"Shanghai Pulmonary Hospital, Shanghai, China",PHASE4,1,6
"Genentech, Inc.",PHASE4,1,6
Nikolaj Frost MD,PHASE4,1,6
Maastricht University Medical Center,PHASE4,1,6
Hunan Cancer Hospital,PHASE4,1,6
Idris Bahce,PHASE4,1,6
Samsung Medical Center,PHASE4,1,6
Fujian Cancer Hospital,PHASE4,1,6
"Nanjing NingQi Medicine Science and Technology Co., Ltd.",PHASE4,1,6
University of Crete,PHASE4,1,6
Sichuan University,PHASE4,1,6
Amgen,PHASE4,1,6
Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,PHASE4,1,6
Henan Cancer Hospital,PHASE4,1,6
Michael Mann,PHASE4,1,6
AstraZeneca,,26,1
Hoffmann-La Roche,,25,2
Bristol-Myers Squibb,,18,3
Sun Yat-sen University,,12,4
Hunan Province Tumor Hospital,,10,5
Fudan University,,10,5
"Shanghai Pulmonary Hospital, Shanghai, China",,9,7
Pfizer,,8,8
Novartis Pharmaceuticals,,7,9
Takeda,,7,9
Peking University People's Hospital,,7,9
Boehringer Ingelheim,,6,12
Maastricht Radiation Oncology,,6,12
National Taiwan University Hospital,,6,12
Daiichi Sankyo,,5,15
National Cancer Institute (NCI),,5,15
Tang-Du Hospital,,5,15
"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",,5,15
Samsung Medical Center,,5,15
First People's Hospital of Hangzhou,,4,20
"Guardant Health, Inc.",,4,20
Abramson Cancer Center at Penn Medicine,,4,20
Shanghai Chest Hospital,,4,20
Intergroupe Francophone de Cancerologie Thoracique,,4,20
"University Health Network, Toronto",,4,20
Washington University School of Medicine,,4,20
"National University Hospital, Singapore",,4,20
"Genentech, Inc.",,3,28
Peking University Third Hospital,,3,28
"National Cancer Centre, Singapore",,3,28
"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",,3,28
M.D. Anderson Cancer Center,,3,28
