"nct_id","phase","overall_status","enrollment","sponsor_name"
NCT02714010,PHASE3,UNKNOWN,601,Sun Yat-sen University
NCT07183189,PHASE3,RECRUITING,576,"Suzhou Suncadia Biopharmaceuticals Co., Ltd."
NCT01011075,PHASE2,COMPLETED,34,New Mexico Cancer Research Alliance
NCT07143045,,RECRUITING,800,"Alpha Biopharma (Jiangsu) Co., Ltd."
NCT00047840,PHASE2,COMPLETED,129,"Genzyme, a Sanofi Company"
NCT02186301,PHASE2/PHASE3,TERMINATED,100,"Clovis Oncology, Inc."
NCT00698815,PHASE2,COMPLETED,130,National Cancer Institute (NCI)
NCT03679767,PHASE2,COMPLETED,121,Incyte Corporation
NCT04716946,PHASE2,ACTIVE_NOT_RECRUITING,13,Memorial Sloan Kettering Cancer Center
NCT05542485,,UNKNOWN,97,"Royal College of Surgeons, Ireland"
NCT04071418,,UNKNOWN,30,Peking University Third Hospital
NCT01345851,NA,ACTIVE_NOT_RECRUITING,29,Jonsson Comprehensive Cancer Center
NCT04832854,PHASE2,TERMINATED,50,Hoffmann-La Roche
NCT07640789,PHASE3,NOT_YET_RECRUITING,418,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT02176369,PHASE2,COMPLETED,120,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano"
NCT05956587,PHASE2,RECRUITING,121,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT00517595,PHASE2,COMPLETED,48,Accelerated Community Oncology Research Network
NCT02898116,PHASE1/PHASE2,COMPLETED,2,Ludwig Institute for Cancer Research
NCT01537991,NA,COMPLETED,81,Lisette Nixon
NCT03473925,PHASE2,COMPLETED,107,Merck Sharp & Dohme LLC
NCT02357836,EARLY_PHASE1,COMPLETED,13,University of Texas Southwestern Medical Center
NCT06877299,PHASE2,RECRUITING,30,Sichuan University
NCT02824965,PHASE1,UNKNOWN,11,Olivia Newton-John Cancer Research Institute
NCT03178552,PHASE2/PHASE3,ACTIVE_NOT_RECRUITING,1000,Hoffmann-La Roche
NCT04791839,PHASE2,ACTIVE_NOT_RECRUITING,30,Washington University School of Medicine
NCT05751018,PHASE2,RECRUITING,18,Peking Union Medical College Hospital
NCT03493581,NA,UNKNOWN,450,Assistance Publique Hopitaux De Marseille
NCT07192068,PHASE2,RECRUITING,105,UNICANCER
NCT02590965,PHASE2,COMPLETED,91,Hutchison Medipharma Limited
NCT07288177,PHASE2,RECRUITING,240,Genmab
NCT04922658,PHASE2,UNKNOWN,60,Affiliated Cancer Hospital & Institute of Guangzhou Medical University
NCT02093962,PHASE2,TERMINATED,265,ImmunoGenesis
NCT02225405,PHASE1,COMPLETED,26,M.D. Anderson Cancer Center
NCT03427567,,COMPLETED,3902,Tongji Hospital
NCT06422143,PHASE3,RECRUITING,851,Merck Sharp & Dohme LLC
NCT03122717,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,48,Dana-Farber Cancer Institute
NCT06049212,PHASE1,ACTIVE_NOT_RECRUITING,30,Merck Sharp & Dohme LLC
NCT03349203,PHASE2,UNKNOWN,60,"Betta Pharmaceuticals Co., Ltd."
NCT07586826,PHASE2,RECRUITING,220,Peking University People's Hospital
NCT04695847,PHASE1,COMPLETED,23,"EMD Serono Research & Development Institute, Inc."
NCT01040780,PHASE3,COMPLETED,399,"Betta Pharmaceuticals Co., Ltd."
NCT07349537,PHASE1,RECRUITING,574,"Revolution Medicines, Inc."
NCT02330367,PHASE1/PHASE2,UNKNOWN,368,"Hangzhou ACEA Pharmaceutical Research Co., Ltd."
NCT04908111,PHASE1/PHASE2,SUSPENDED,15,Cancer Research UK
NCT00567359,PHASE2,COMPLETED,100,Massachusetts General Hospital
NCT00020202,PHASE2,COMPLETED,,National Cancer Institute (NCI)
NCT04273815,PHASE1/PHASE2,UNKNOWN,40,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT02968979,,COMPLETED,539,Chugai Pharma France
NCT00949910,PHASE4,COMPLETED,6586,Hoffmann-La Roche
NCT01102231,PHASE2,COMPLETED,106,Intergroupe Francophone de Cancerologie Thoracique
NCT07174908,PHASE3,RECRUITING,400,"InxMed (Shanghai) Co., Ltd."
NCT02622581,,RECRUITING,12400,AIO-Studien-gGmbH
NCT01720836,PHASE1/PHASE2,RECRUITING,30,Olivera Finn
NCT01398124,NA,WITHDRAWN,0,Milton S. Hershey Medical Center
NCT03804554,,COMPLETED,503,Bristol-Myers Squibb
NCT01844791,PHASE2,COMPLETED,25,Oncozyme Pharma Inc.
NCT03840902,PHASE2,TERMINATED,153,"EMD Serono Research & Development Institute, Inc."
NCT03916367,,COMPLETED,39,Peking University Third Hospital
NCT07479407,NA,NOT_YET_RECRUITING,74,Hôpital du Valais
NCT06430437,PHASE3,RECRUITING,300,"Jiangsu HengRui Medicine Co., Ltd."
NCT00529100,PHASE1/PHASE2,COMPLETED,49,Eli Lilly and Company
NCT02062515,PHASE2,UNKNOWN,30,"Betta Pharmaceuticals Co., Ltd."
NCT07310589,NA,NOT_YET_RECRUITING,178,National Taiwan University Hospital
NCT02002052,PHASE2,TERMINATED,29,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's
NCT03900117,PHASE2,COMPLETED,77,Sun Yat-sen University
NCT06417814,PHASE3,RECRUITING,744,AstraZeneca
NCT07215026,,COMPLETED,833,AstraZeneca
NCT02758314,,UNKNOWN,150,Instituto Nacional de Cancerologia de Mexico
NCT01204697,PHASE2,COMPLETED,74,Hoffmann-La Roche
NCT01688713,PHASE2,UNKNOWN,20,Zhejiang Cancer Hospital
NCT02314481,PHASE2,COMPLETED,50,"University College, London"
NCT00356122,PHASE2,COMPLETED,53,Sanofi
NCT00002852,PHASE3,COMPLETED,500,National Cancer Institute (NCI)
NCT02059967,PHASE1,WITHDRAWN,0,Virginia Commonwealth University
NCT02319889,EARLY_PHASE1,TERMINATED,3,Case Comprehensive Cancer Center
NCT06071013,PHASE1/PHASE2,RECRUITING,20,China Medical University Hospital
NCT02920450,PHASE1/PHASE2,TERMINATED,3,University of Florida
NCT01924195,PHASE2,COMPLETED,117,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT04793139,,UNKNOWN,1000,Guangdong Association of Clinical Trials
NCT04432207,PHASE1,TERMINATED,24,Imugene Limited
NCT00365963,PHASE3,COMPLETED,284,"University of Wisconsin, Madison"
NCT05807048,PHASE2,COMPLETED,8,NYU Langone Health
NCT07037680,PHASE2,RECRUITING,44,JIANYANG WANG
NCT03093688,PHASE1/PHASE2,RECRUITING,40,Shanghai Public Health Clinical Center
NCT01999881,NA,COMPLETED,21,"University of Wisconsin, Madison"
NCT02910999,,COMPLETED,868,Bristol-Myers Squibb
NCT03409458,PHASE1/PHASE2,COMPLETED,68,Promontory Therapeutics Inc.
NCT05348187,NA,COMPLETED,309,"QIAGEN Gaithersburg, Inc"
NCT06731907,PHASE2,RECRUITING,90,Merck Sharp & Dohme LLC
NCT05985655,PHASE1/PHASE2,RECRUITING,230,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc."
NCT06378658,PHASE1,COMPLETED,21,Bayer
NCT02603003,PHASE1,COMPLETED,218,Shanghai University of Traditional Chinese Medicine
NCT07086300,NA,RECRUITING,120,Kong Fanming
NCT00346645,PHASE2,TERMINATED,46,"Gustave Roussy, Cancer Campus, Grand Paris"
NCT02575404,PHASE1,COMPLETED,36,Providence Health & Services
NCT04563338,PHASE2,ACTIVE_NOT_RECRUITING,36,"University Health Network, Toronto"
NCT06841874,,NO_LONGER_AVAILABLE,,Nuvation Bio Inc.
NCT04331626,PHASE4,UNKNOWN,50,Henan Cancer Hospital
NCT07418866,PHASE2,NOT_YET_RECRUITING,70,Fudan University
NCT01707888,,UNKNOWN,500,Peking University People's Hospital
NCT05361564,PHASE2,UNKNOWN,12,Yonsei University
NCT03538028,PHASE1,COMPLETED,22,Incyte Biosciences International Sàrl
NCT01836341,PHASE1,WITHDRAWN,0,Memorial Sloan Kettering Cancer Center
NCT03556436,PHASE1,COMPLETED,24,Yuhan Corporation
NCT05576077,PHASE1,TERMINATED,31,"Turnstone Biologics, Corp."
NCT02562963,PHASE1/PHASE2,UNKNOWN,120,Minghui Zhang
NCT02463994,EARLY_PHASE1,COMPLETED,12,University of Michigan Rogel Cancer Center
NCT07680764,PHASE2,NOT_YET_RECRUITING,160,Bristol-Myers Squibb
NCT01074177,NA,COMPLETED,24,Massachusetts General Hospital
NCT01866410,PHASE2,COMPLETED,37,National Cancer Institute (NCI)
NCT01729689,NA,COMPLETED,13,Stanford University
NCT05602259,NA,UNKNOWN,200,Centre Hospitalier Universitaire de Liege
NCT05472467,PHASE2,UNKNOWN,35,Sichuan Cancer Hospital and Research Institute
NCT04026412,PHASE3,COMPLETED,925,Bristol-Myers Squibb
NCT07674524,,NOT_YET_RECRUITING,160,Sun Yat-sen University
NCT06726720,,RECRUITING,300,AstraZeneca
NCT07526961,,COMPLETED,240,Bristol-Myers Squibb
NCT06834074,,AVAILABLE,,Nuvalent Inc.
NCT05775289,PHASE2,ACTIVE_NOT_RECRUITING,182,Hoffmann-La Roche
NCT05737849,,WITHDRAWN,0,Takeda
NCT03836352,PHASE2,ACTIVE_NOT_RECRUITING,184,"ImmunoVaccine Technologies, Inc. (IMV Inc.)"
NCT02029209,PHASE2/PHASE3,UNKNOWN,110,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT03233724,PHASE1/PHASE2,TERMINATED,9,National Cancer Institute (NCI)
NCT06109402,PHASE2,NOT_YET_RECRUITING,160,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT01165216,PHASE1,COMPLETED,15,Bristol-Myers Squibb
NCT07122687,PHASE2,RECRUITING,170,Innovent Biologics (Suzhou) Co. Ltd.
NCT05548504,PHASE2,NOT_YET_RECRUITING,182,Odense University Hospital
NCT02708667,,UNKNOWN,50,Sun Yat-sen University
NCT03516981,PHASE2,COMPLETED,245,Merck Sharp & Dohme LLC
NCT03767348,PHASE2,ACTIVE_NOT_RECRUITING,340,"Replimune, Inc."
NCT03199651,NA,RECRUITING,3584,Ohio State University Comprehensive Cancer Center
NCT00387374,PHASE2,COMPLETED,72,National Cancer Institute (NCI)
NCT03170960,PHASE1,ACTIVE_NOT_RECRUITING,914,Exelixis
NCT06205927,PHASE2,RECRUITING,77,Jian Chen
NCT00200382,PHASE2,TERMINATED,27,Rasim Gucalp
NCT04001777,PHASE1,ACTIVE_NOT_RECRUITING,80,Ascentage Pharma Group Inc.
NCT03424980,,UNKNOWN,200,Tang-Du Hospital
NCT01994057,,RECRUITING,1000,Sun Yat-sen University
NCT06797362,,AVAILABLE,,Nuvalent Inc.
NCT00826449,PHASE1/PHASE2,COMPLETED,53,M.D. Anderson Cancer Center
NCT01544179,PHASE3,COMPLETED,265,AstraZeneca
NCT00569114,PHASE1,COMPLETED,45,"Tragara Pharmaceuticals, Inc."
NCT03358875,PHASE3,COMPLETED,805,BeiGene
NCT06369181,,RECRUITING,50,Fudan University
NCT05195632,PHASE2,ACTIVE_NOT_RECRUITING,63,Pierre Fabre Medicament
NCT03396497,PHASE1,UNKNOWN,17,Lycera Corp.
NCT00642473,PHASE2,COMPLETED,34,Hoffmann-La Roche
NCT07149649,PHASE2/PHASE3,NOT_YET_RECRUITING,230,Swiss Cancer Institute
NCT01061788,PHASE1,COMPLETED,43,Jeffrey Clarke
NCT07500285,PHASE2,NOT_YET_RECRUITING,10,Prof. Dr. Cemil Tascıoglu Education and Research Hospital Organization
NCT07100080,PHASE2/PHASE3,RECRUITING,500,Bristol-Myers Squibb
NCT07639242,PHASE2,NOT_YET_RECRUITING,60,UNC Lineberger Comprehensive Cancer Center
NCT05706129,PHASE1/PHASE2,RECRUITING,270,ITM Oncologics GmbH
NCT02733107,PHASE2,UNKNOWN,25,Third Military Medical University
NCT02038699,PHASE1/PHASE2,WITHDRAWN,0,Jazz Pharmaceuticals
NCT05752552,PHASE1,RECRUITING,55,DeuterOncology
NCT01947608,,NO_LONGER_AVAILABLE,,Novartis Pharmaceuticals
NCT06281678,PHASE2,RECRUITING,178,Innovent Biologics (Suzhou) Co. Ltd.
NCT03329950,PHASE1,COMPLETED,132,Celldex Therapeutics
NCT02572843,PHASE2,COMPLETED,68,Swiss Cancer Institute
NCT07170995,PHASE3,RECRUITING,460,"Suzhou Suncadia Biopharmaceuticals Co., Ltd."
NCT00252707,PHASE3,COMPLETED,484,AstraZeneca
NCT02840227,NA,WITHDRAWN,0,The Cleveland Clinic
NCT01574222,PHASE1,TERMINATED,1,VA Office of Research and Development
NCT04968002,PHASE2/PHASE3,UNKNOWN,40,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
NCT03550482,PHASE4,COMPLETED,133,Catalysis SL
NCT04060342,PHASE1,TERMINATED,61,"GB006, Inc., a wholly owned subsidiary of Gossamer Bio, Inc."
NCT06525350,PHASE2,NOT_YET_RECRUITING,256,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd."
NCT06775483,PHASE2,NOT_YET_RECRUITING,220,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd"
NCT07104630,PHASE2,RECRUITING,85,Case Comprehensive Cancer Center
NCT02896231,PHASE1,COMPLETED,37,Beijing Pearl Biotechnology Limited Liability Company
NCT01630122,,COMPLETED,103,Wake Forest University Health Sciences
NCT01177397,PHASE1/PHASE2,COMPLETED,226,Celgene
NCT03566576,NA,UNKNOWN,18,Fujian Cancer Hospital
NCT04345146,PHASE2,COMPLETED,100,Sun Yat-sen University
NCT06846736,,ENROLLING_BY_INVITATION,200,Sheba Medical Center
NCT00404703,PHASE2,TERMINATED,37,Hoffmann-La Roche
NCT00408460,PHASE2,COMPLETED,34,University of Washington
NCT06382129,PHASE3,ACTIVE_NOT_RECRUITING,698,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT05008861,PHASE1,UNKNOWN,20,Shanghai Zhongshan Hospital
NCT04644068,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,702,AstraZeneca
NCT05395611,,UNKNOWN,300,Lund University Hospital
NCT05218759,NA,UNKNOWN,30,Shanghai Chest Hospital
NCT00199849,PHASE1,COMPLETED,18,Ludwig Institute for Cancer Research
NCT05825625,PHASE2,ACTIVE_NOT_RECRUITING,35,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest
NCT02887521,PHASE3,TERMINATED,9,Alliance for Clinical Trials in Oncology
NCT03754244,PHASE1,TERMINATED,1,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT07014202,PHASE2,RECRUITING,224,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT01291017,PHASE2,COMPLETED,19,University of Florida
NCT04902872,PHASE1/PHASE2,COMPLETED,69,Cybrexa Therapeutics
NCT02584634,PHASE1/PHASE2,TERMINATED,43,Pfizer
NCT04941417,PHASE2,UNKNOWN,60,Peking Union Medical College
NCT02314364,PHASE2,COMPLETED,27,Massachusetts General Hospital
NCT02522910,PHASE1/PHASE2,WITHDRAWN,0,Yonsei University
NCT05031533,NA,UNKNOWN,46,Sichuan Cancer Hospital and Research Institute
NCT06167460,,RECRUITING,50,Gene Solutions
NCT04667312,,COMPLETED,115,AstraZeneca
NCT07154290,PHASE2,RECRUITING,300,Regeneron Pharmaceuticals
NCT05132777,PHASE2,UNKNOWN,155,Shanghai JMT-Bio Inc.
NCT07412262,PHASE2,NOT_YET_RECRUITING,32,Guangdong Association of Clinical Trials
NCT02673814,PHASE2,WITHDRAWN,0,Peregrine Pharmaceuticals
NCT01101334,PHASE2,COMPLETED,90,Daiichi Sankyo
NCT03679936,,UNKNOWN,120,"Fifth Affiliated Hospital, Sun Yat-Sen University"
NCT03131206,PHASE1/PHASE2,TERMINATED,5,Dana-Farber Cancer Institute
NCT02549261,NA,UNKNOWN,150,"Biotech Pharmaceutical Co., Ltd."
NCT05815173,PHASE1,RECRUITING,40,NYU Langone Health
NCT06105021,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,100,"Affini-T Therapeutics, Inc."
NCT02284139,PHASE2/PHASE3,COMPLETED,90,Dong-A University Hospital
NCT04032704,PHASE2,TERMINATED,205,Seagen Inc.
NCT06557096,EARLY_PHASE1,NOT_YET_RECRUITING,100,Second Affiliated Hospital of Nanchang University
NCT01356303,PHASE2,SUSPENDED,50,National Guard Health Affairs
NCT01797471,NA,TERMINATED,1,University of Miami
NCT07453394,PHASE1/PHASE2,NOT_YET_RECRUITING,626,"Qilu Pharmaceutical Co., Ltd."
NCT05888402,PHASE2,ACTIVE_NOT_RECRUITING,50,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT00154739,PHASE2,COMPLETED,86,National Taiwan University Hospital
NCT00088959,PHASE1,COMPLETED,45,National Cancer Institute (NCI)
NCT02637531,PHASE1,UNKNOWN,219,"Infinity Pharmaceuticals, Inc."
NCT02823990,PHASE2,COMPLETED,13,"Megan Daly, MD"
NCT02566421,NA,TERMINATED,110,Wake Forest University Health Sciences
NCT03260491,PHASE1,ACTIVE_NOT_RECRUITING,312,Daiichi Sankyo
NCT04203485,PHASE3,UNKNOWN,762,"Jiangsu HengRui Medicine Co., Ltd."
NCT00806923,PHASE3,COMPLETED,1044,Hoffmann-La Roche
NCT06726265,PHASE3,ACTIVE_NOT_RECRUITING,756,Immutep S.A.S.
NCT03673657,PHASE2,COMPLETED,67,Sun Yat-sen University
NCT00343720,PHASE2,COMPLETED,,"Millennium Pharmaceuticals, Inc."
NCT05732974,,RECRUITING,60,"University Hospital, Toulouse"
NCT04025515,,SUSPENDED,500,"National Cancer Centre, Singapore"
NCT05169801,PHASE3,COMPLETED,520,"Jiangsu HengRui Medicine Co., Ltd."
NCT00937482,PHASE1,TERMINATED,18,National Cancer Institute (NCI)
NCT00265694,PHASE3,UNKNOWN,,Inje University
NCT02125240,PHASE3,UNKNOWN,124,"Betta Pharmaceuticals Co., Ltd."
NCT00564733,PHASE2,COMPLETED,55,University of Washington
NCT02125461,PHASE3,COMPLETED,713,AstraZeneca
NCT00118144,PHASE2,COMPLETED,42,National Cancer Institute (NCI)
NCT01409681,,TERMINATED,41,University of Michigan Rogel Cancer Center
NCT03801304,PHASE2,COMPLETED,80,"University Hospital, Brest"
NCT06083857,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,3,M.D. Anderson Cancer Center
NCT06617416,PHASE3,RECRUITING,560,Akeso
NCT07477808,PHASE3,NOT_YET_RECRUITING,116,Hunan Province Tumor Hospital
NCT01593995,PHASE2,COMPLETED,52,Dong-A University Hospital
NCT07670312,PHASE1/PHASE2,NOT_YET_RECRUITING,190,"XYone Therapeutics, Inc"
NCT06224387,PHASE1/PHASE2,RECRUITING,224,"CytosinLab Therapeutics Co., Ltd."
NCT05569291,NA,COMPLETED,19,Hasselt University
NCT04410796,PHASE2,RECRUITING,571,Memorial Sloan Kettering Cancer Center
NCT04868877,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,194,Merus B.V.
NCT06653023,EARLY_PHASE1,SUSPENDED,60,Wondercel Biotech (ShenZhen)
NCT00476216,PHASE1,COMPLETED,23,University of Alabama at Birmingham
NCT05157776,PHASE3,UNKNOWN,72,Tongji University
NCT05170204,PHASE3,ACTIVE_NOT_RECRUITING,68,Hoffmann-La Roche
NCT02815007,PHASE2,UNKNOWN,20,Yuankai Shi
NCT03710629,,UNKNOWN,750,The First Affiliated Hospital of Guangzhou Medical University
NCT07542704,PHASE1,NOT_YET_RECRUITING,48,Kumquat Biosciences Inc.
NCT00268970,PHASE2,COMPLETED,40,Agennix
NCT02410382,PHASE2,TERMINATED,79,University of Arizona
NCT07133425,PHASE2,RECRUITING,29,M.D. Anderson Cancer Center
NCT07132190,PHASE2,RECRUITING,60,"Ayal A. Aizer, MD"
NCT01003522,PHASE3,UNKNOWN,60,Royal Marsden NHS Foundation Trust
NCT05360381,PHASE1,UNKNOWN,82,Shanghai Henlius Biotech
NCT01457469,PHASE1,COMPLETED,6,Wake Forest University Health Sciences
NCT03565003,PHASE1/PHASE2,COMPLETED,126,"Jacobio Pharmaceuticals Co., Ltd."
NCT00741988,PHASE2,COMPLETED,82,"SCRI Development Innovations, LLC"
NCT00874328,PHASE1/PHASE2,UNKNOWN,74,"National Cancer Center, Korea"
NCT05477615,PHASE2,UNKNOWN,28,Jin Hyoung Kang
NCT06448572,PHASE1/PHASE2,RECRUITING,21,"University Hospital, Lille"
NCT06923618,NA,RECRUITING,385,Assistance Publique - Hôpitaux de Paris
NCT06379087,PHASE2,RECRUITING,20,Ji Yongling
NCT04339829,PHASE2,UNKNOWN,50,Guangdong Association of Clinical Trials
NCT03074864,PHASE2/PHASE3,UNKNOWN,90,Guangdong Provincial People's Hospital
NCT03029871,PHASE1,WITHDRAWN,0,"Benjamin Movsas, M.D."
NCT00400829,PHASE2,COMPLETED,66,National Cancer Institute (NCI)
NCT04501497,,COMPLETED,1221,Chugai Pharmaceutical
NCT07661251,,NOT_YET_RECRUITING,60,Laura Longshaw
NCT05116462,PHASE3,ACTIVE_NOT_RECRUITING,506,Innovent Biologics (Suzhou) Co. Ltd.
NCT05313009,PHASE1/PHASE2,TERMINATED,5,Medical University of South Carolina
NCT01935336,PHASE2,COMPLETED,171,"University of Colorado, Denver"
NCT03968419,PHASE2,TERMINATED,88,Novartis Pharmaceuticals
NCT03017885,,COMPLETED,28,Boehringer Ingelheim
NCT05815186,PHASE2,WITHDRAWN,0,NYU Langone Health
NCT03262948,PHASE3,UNKNOWN,388,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd."
NCT02175017,PHASE2,COMPLETED,104,"Ono Pharmaceutical Co., Ltd."
NCT05170581,PHASE2,UNKNOWN,30,The Second Affiliated Hospital of Shandong First Medical University
NCT04803305,PHASE1,COMPLETED,18,Pfizer
NCT04212052,PHASE2,COMPLETED,104,Sun Yat-sen University
NCT06876675,,ENROLLING_BY_INVITATION,167,Peking University Third Hospital
NCT06054152,,COMPLETED,150,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT06330038,PHASE4,RECRUITING,5384,Samsung Medical Center
NCT06561386,PHASE3,RECRUITING,1000,Bristol-Myers Squibb
NCT02911259,NA,COMPLETED,230,"Rigshospitalet, Denmark"
NCT00721981,,TERMINATED,120,AstraZeneca
NCT05419700,,COMPLETED,76,Takeda
NCT04449874,PHASE1,ACTIVE_NOT_RECRUITING,498,"Genentech, Inc."
NCT05145244,,RECRUITING,2400,"Rigshospitalet, Denmark"
NCT03782207,,ACTIVE_NOT_RECRUITING,2756,Hoffmann-La Roche
NCT05492682,PHASE1,RECRUITING,15,Valo Therapeutics Oy
NCT01642251,PHASE1/PHASE2,COMPLETED,156,National Cancer Institute (NCI)
NCT00922584,PHASE2,COMPLETED,65,Chinese Society of Lung Cancer
NCT01951755,,COMPLETED,150,University of Athens
NCT01673867,PHASE3,COMPLETED,582,Bristol-Myers Squibb
NCT03972189,PHASE2,UNKNOWN,111,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT00434135,PHASE2,COMPLETED,180,Southern Italy Cooperative Oncology Group
NCT03727477,,COMPLETED,291,Intergroupe Francophone de Cancerologie Thoracique
NCT00173524,,UNKNOWN,200,National Taiwan University Hospital
NCT03299478,,ACTIVE_NOT_RECRUITING,865,University Hospital of North Norway
NCT06083870,PHASE1,RECRUITING,35,Lu Shun
NCT03053804,NA,UNKNOWN,75,National Taiwan University Hospital
NCT02036359,PHASE2,UNKNOWN,76,National Taiwan University Hospital
NCT05800418,PHASE1,COMPLETED,88,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT04748523,NA,COMPLETED,86,Instituto Nacional de Cancerologia de Mexico
NCT03191786,PHASE3,COMPLETED,453,Hoffmann-La Roche
NCT04464967,PHASE1/PHASE2,WITHDRAWN,0,"NKGen Biotech, Inc."
NCT01184287,PHASE2,WITHDRAWN,0,"Tamir Biotechnology, Inc."
NCT01712217,PHASE1/PHASE2,COMPLETED,220,"Astex Pharmaceuticals, Inc."
NCT04753918,EARLY_PHASE1,UNKNOWN,3,Taoyuan General Hospital
NCT05236114,,RECRUITING,1200,Tempus AI
NCT07601048,PHASE3,NOT_YET_RECRUITING,450,"Shandong Suncadia Medicine Co., Ltd."
NCT07670715,PHASE2,NOT_YET_RECRUITING,30,Tianjin Medical University Cancer Institute and Hospital
NCT00378404,PHASE1,TERMINATED,10,Susanne Arnold
NCT07271446,PHASE1,COMPLETED,8,Precision Biotech Taiwan Corp.
NCT04326153,PHASE2,ACTIVE_NOT_RECRUITING,30,The First Hospital of Jilin University
NCT01059552,PHASE1,COMPLETED,18,Fox Chase Cancer Center
NCT00816868,PHASE2,COMPLETED,62,Sun Yat-sen University
NCT01705184,PHASE2,COMPLETED,120,Intergroupe Francophone de Cancerologie Thoracique
NCT00773188,PHASE1,COMPLETED,6,Hoffmann-La Roche
NCT04945200,,UNKNOWN,50,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
NCT00588445,PHASE2,COMPLETED,65,Memorial Sloan Kettering Cancer Center
NCT00391274,PHASE3,COMPLETED,211,Eli Lilly and Company
NCT03004183,PHASE2,COMPLETED,57,The Methodist Hospital Research Institute
NCT00692640,PHASE1,COMPLETED,35,Sanofi
NCT03217669,PHASE1,UNKNOWN,15,Chao Huang
NCT01124253,PHASE3,COMPLETED,250,Shanghai Jiao Tong University School of Medicine
NCT07649629,,RECRUITING,70,Regina Elena Cancer Institute
NCT05788484,PHASE1,COMPLETED,20,Celldex Therapeutics
NCT06335355,PHASE2/PHASE3,NOT_YET_RECRUITING,401,"Shanghai Shengdi Pharmaceutical Co., Ltd"
NCT05450692,PHASE3,ACTIVE_NOT_RECRUITING,594,AstraZeneca
NCT06269133,,ACTIVE_NOT_RECRUITING,1000,Regeneron Pharmaceuticals
NCT02014545,PHASE2,WITHDRAWN,0,Wake Forest University Health Sciences
NCT06992739,PHASE2,RECRUITING,49,The First Affiliated Hospital of Xiamen University
NCT07610616,,RECRUITING,10,Guangzhou Institute of Respiratory Disease
NCT02400814,PHASE1,TERMINATED,27,"Megan Daly, MD"
NCT01893268,,COMPLETED,279,Hoffmann-La Roche
NCT07251582,PHASE3,RECRUITING,156,Hunan Province Tumor Hospital
NCT01848613,PHASE4,COMPLETED,120,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS
NCT03611738,PHASE1,ACTIVE_NOT_RECRUITING,21,H. Lee Moffitt Cancer Center and Research Institute
NCT06361589,,RECRUITING,200,Sichuan Cancer Hospital and Research Institute
NCT03402464,PHASE2,UNKNOWN,30,Peking University Cancer Hospital & Institute
NCT00238849,PHASE2,UNKNOWN,40,Integrated Community Oncology Network
NCT03997799,NA,UNKNOWN,20,Pulmonary Hospital Zakopane
NCT01951157,PHASE2,COMPLETED,69,PharmaMar
NCT01570296,PHASE1,COMPLETED,38,"National Cancer Centre, Singapore"
NCT02007070,PHASE1,COMPLETED,38,Merck Sharp & Dohme LLC
NCT00227019,PHASE2,COMPLETED,16,Heather Wakelee
NCT04619797,PHASE2/PHASE3,COMPLETED,542,Hoffmann-La Roche
NCT06681870,PHASE1,WITHDRAWN,0,"Astellas Pharma Global Development, Inc."
NCT07359040,,RECRUITING,80,Peking University People's Hospital
NCT07680790,PHASE3,NOT_YET_RECRUITING,850,Bristol-Myers Squibb
NCT01660776,,COMPLETED,105,Rennes University Hospital
NCT00603057,,COMPLETED,115,University of Michigan Rogel Cancer Center
NCT02564380,PHASE2,TERMINATED,41,AIO-Studien-gGmbH
NCT04825873,,COMPLETED,3102,Bristol-Myers Squibb
NCT02437136,PHASE1/PHASE2,COMPLETED,191,Syndax Pharmaceuticals
NCT04853017,PHASE1,COMPLETED,25,Elicio Therapeutics
