"nct_id","phase","overall_status","enrollment","sponsor_name"
NCT02259114,PHASE1,COMPLETED,47,"Oncoethix GmbH, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)"
NCT00940875,PHASE2,TERMINATED,54,Hoffmann-La Roche
NCT04037150,,UNKNOWN,100,Helsinki University Central Hospital
NCT05341583,PHASE3,RECRUITING,202,"Betta Pharmaceuticals Co., Ltd."
NCT06969612,PHASE1,RECRUITING,21,Peking University Cancer Hospital & Institute
NCT01069575,PHASE1,COMPLETED,18,Shiga University
NCT03976375,PHASE3,COMPLETED,422,Merck Sharp & Dohme LLC
NCT03307759,PHASE1,TERMINATED,13,"Peter MacCallum Cancer Centre, Australia"
NCT07024862,,ACTIVE_NOT_RECRUITING,100,Bristol-Myers Squibb
NCT00743379,PHASE1/PHASE2,COMPLETED,71,Threshold Pharmaceuticals
NCT02651506,PHASE2,WITHDRAWN,0,St. Joseph's Healthcare Hamilton
NCT03809624,PHASE1,TERMINATED,160,"Inhibrx Biosciences, Inc"
NCT06287593,NA,NOT_YET_RECRUITING,300,Zhejiang University
NCT00867412,,COMPLETED,189,"Rigshospitalet, Denmark"
NCT05184712,PHASE3,ACTIVE_NOT_RECRUITING,322,Akeso
NCT04916236,PHASE1,TERMINATED,24,The Netherlands Cancer Institute
NCT06102928,NA,RECRUITING,30,Kunming Medical University
NCT01083589,PHASE2,COMPLETED,22,M.D. Anderson Cancer Center
NCT01598597,,COMPLETED,276,"Genentech, Inc."
NCT06080776,PHASE3,RECRUITING,242,"Nanjing Sanhome Pharmaceutical, Co., Ltd."
NCT03764917,,UNKNOWN,100,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT00005065,PHASE1,COMPLETED,12,National Cancer Institute (NCI)
NCT01687439,PHASE2,COMPLETED,15,Fudan University
NCT06863506,PHASE2,RECRUITING,78,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
NCT07627321,PHASE2,NOT_YET_RECRUITING,39,Anhui Provincial Cancer Hospital
NCT05816252,PHASE2,ACTIVE_NOT_RECRUITING,356,Klus Pharma Inc.
NCT00274443,PHASE2,COMPLETED,250,Celgene
NCT07523464,PHASE1,NOT_YET_RECRUITING,24,Anhui Provincial Hospital
NCT03409614,PHASE3,COMPLETED,789,Regeneron Pharmaceuticals
NCT03158883,EARLY_PHASE1,COMPLETED,8,"Megan Daly, MD"
NCT00039091,PHASE1,TERMINATED,26,National Cancer Institute (NCI)
NCT06735781,,COMPLETED,101,Bristol-Myers Squibb
NCT03532698,,UNKNOWN,100,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University
NCT00666692,PHASE1,COMPLETED,7,Abbott
NCT04892017,PHASE1,TERMINATED,91,"Deciphera Pharmaceuticals, LLC"
NCT02839954,PHASE1/PHASE2,UNKNOWN,10,"PersonGen BioTherapeutics (Suzhou) Co., Ltd."
NCT07056556,PHASE1,RECRUITING,31,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT06586515,PHASE1,RECRUITING,630,Eli Lilly and Company
NCT04763083,PHASE1,UNKNOWN,90,NovalGen Ltd.
NCT04830202,,TEMPORARILY_NOT_AVAILABLE,,AbbVie
NCT00097214,PHASE2,COMPLETED,57,Eli Lilly and Company
NCT07090499,PHASE1,RECRUITING,310,Pfizer
NCT02584699,PHASE2,UNKNOWN,40,Luhua Wang
NCT01259089,PHASE1/PHASE2,COMPLETED,38,Northwestern University
NCT06449313,PHASE2,RECRUITING,21,Georgetown University
NCT04084717,PHASE2,COMPLETED,33,"University Health Network, Toronto"
NCT07328945,,RECRUITING,250,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT07086456,PHASE2,RECRUITING,80,Sun Yat-sen University
NCT02871856,NA,UNKNOWN,2000,The University of Queensland
NCT02316002,PHASE2,COMPLETED,51,Abramson Cancer Center at Penn Medicine
NCT07158840,PHASE2,NOT_YET_RECRUITING,60,Akeso
NCT07398599,NA,RECRUITING,30,Second Affiliated Hospital of Nanchang University
NCT03195491,PHASE3,COMPLETED,400,Bristol-Myers Squibb
NCT06774963,PHASE1,RECRUITING,145,"NextCure, Inc."
NCT03485326,,COMPLETED,1700,AstraZeneca
NCT04198766,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,296,"Inhibrx Biosciences, Inc"
NCT03819465,PHASE1,ACTIVE_NOT_RECRUITING,175,AstraZeneca
NCT03311672,PHASE2,WITHDRAWN,0,"University of California, San Francisco"
NCT00216203,PHASE1/PHASE2,COMPLETED,36,"Nasser Hanna, M.D."
NCT02202655,,UNKNOWN,50,Beijing Chao Yang Hospital
NCT05186506,PHASE2,NOT_YET_RECRUITING,152,Sichuan University
NCT05661240,PHASE2/PHASE3,UNKNOWN,348,"Jiangsu Healthy Life Innovation Medical Technology Co., Ltd"
NCT00372203,PHASE2,COMPLETED,200,"University Health Network, Toronto"
NCT02974426,PHASE3,TERMINATED,132,Shanghai Chest Hospital
NCT06208033,EARLY_PHASE1,UNKNOWN,40,Fujian Cancer Hospital
NCT05543629,PHASE1/PHASE2,TERMINATED,36,Bristol-Myers Squibb
NCT01731587,PHASE1,WITHDRAWN,0,"Merck KGaA, Darmstadt, Germany"
NCT00794417,PHASE1/PHASE2,TERMINATED,60,Regeneron Pharmaceuticals
NCT07034326,PHASE2/PHASE3,RECRUITING,405,Kong Fanming
NCT02041533,PHASE3,COMPLETED,541,Bristol-Myers Squibb
NCT06350097,PHASE3,RECRUITING,582,AstraZeneca
NCT05935384,,RECRUITING,470,"Guardant Health, Inc."
NCT06268210,PHASE2,ACTIVE_NOT_RECRUITING,160,Yonsei University
NCT07300150,PHASE1,RECRUITING,210,"PAQ Therapeutics, Inc."
NCT01723878,,COMPLETED,144,Hoffmann-La Roche
NCT02764086,PHASE1/PHASE2,TERMINATED,6,Cancer Trials Ireland
NCT01134016,PHASE1,COMPLETED,13,Golden Biotechnology Corporation
NCT01824901,PHASE1/PHASE2,COMPLETED,2,ECOG-ACRIN Cancer Research Group
NCT00702572,PHASE1,TERMINATED,25,Milton S. Hershey Medical Center
NCT02204345,PHASE1/PHASE2,TERMINATED,12,Hoffmann-La Roche
NCT06575933,PHASE1,COMPLETED,28,Merck Sharp & Dohme LLC
NCT01158170,PHASE3,UNKNOWN,200,Zhejiang Cancer Hospital
NCT06010329,PHASE2,RECRUITING,66,Teligene US
NCT02738593,,UNKNOWN,124,Sun Yat-sen University
NCT01465243,PHASE4,COMPLETED,32,"Betta Pharmaceuticals Co., Ltd."
NCT02820116,PHASE2,UNKNOWN,67,Beijing Haidian Hospital
NCT01521325,PHASE1,COMPLETED,6,Morphotek
NCT06341387,,UNKNOWN,200,European Institute of Oncology
NCT06961188,PHASE3,NOT_YET_RECRUITING,174,"Changchun GeneScience Pharmaceutical Co., Ltd."
NCT05379803,PHASE2,RECRUITING,40,Hunan Province Tumor Hospital
NCT03724500,,UNKNOWN,65,Chang Gung Memorial Hospital
NCT03924050,PHASE3,UNKNOWN,440,"Shanghai Junshi Bioscience Co., Ltd."
NCT01523340,,COMPLETED,196,Chonnam National University Hospital
NCT07355205,PHASE1/PHASE2,NOT_YET_RECRUITING,26,Washington University School of Medicine
NCT05889247,NA,RECRUITING,350,Zealand University Hospital
NCT04923802,,TERMINATED,13,"GeneCast Biotechnology Co., Ltd."
NCT03911219,,COMPLETED,154,iOMEDICO AG
NCT07401498,NA,ENROLLING_BY_INVITATION,1000,Regional Clinical Oncology Dispensary
NCT05933044,,COMPLETED,662,AstraZeneca
NCT00933777,PHASE1,COMPLETED,36,University of Cologne
NCT02452424,PHASE1/PHASE2,TERMINATED,78,Daiichi Sankyo
NCT07173244,,NOT_YET_RECRUITING,300,Tianjin First Central Hospital
NCT02009436,PHASE1,COMPLETED,8,Albert Einstein College of Medicine
NCT07619339,PHASE1,RECRUITING,16,Memorial Sloan Kettering Cancer Center
NCT02133508,,COMPLETED,172,Hoffmann-La Roche
NCT07274384,PHASE2,NOT_YET_RECRUITING,74,Università Vita-Salute San Raffaele
NCT06422403,PHASE2,RECRUITING,360,"National University Hospital, Singapore"
NCT02111681,NA,COMPLETED,48,Memorial Sloan Kettering Cancer Center
NCT05537701,,ACTIVE_NOT_RECRUITING,316,Centre Hospitalier Universitaire de Liege
NCT07613723,PHASE1,RECRUITING,9,Zelluna Immunotherapy AS
NCT07459751,PHASE2/PHASE3,RECRUITING,706,Shanghai Henlius Biotech
NCT03724331,NA,COMPLETED,235,University of Nebraska
NCT05538130,PHASE1,RECRUITING,124,Pfizer
NCT05852990,PHASE3,RECRUITING,28,Instituto Nacional de Cancerologia de Mexico
NCT07201077,NA,COMPLETED,100,Jianxing He
NCT03916913,NA,UNKNOWN,85,Chinese Academy of Medical Sciences
NCT03232892,PHASE2,TERMINATED,1,"University of California, San Francisco"
NCT04906746,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,10,Tu Dan
NCT02448797,PHASE3,UNKNOWN,320,"Betta Pharmaceuticals Co., Ltd."
NCT00085839,PHASE2,COMPLETED,103,OSI Pharmaceuticals
NCT02274337,PHASE1/PHASE2,UNKNOWN,100,Sun Yat-sen University
NCT05654454,PHASE3,RECRUITING,620,"Mabscale, LLC"
NCT04351555,PHASE3,ACTIVE_NOT_RECRUITING,358,AstraZeneca
NCT00246727,PHASE3,UNKNOWN,300,Sun Farm Corporation
NCT00173888,PHASE2,COMPLETED,15,National Taiwan University Hospital
NCT01130779,PHASE2,UNKNOWN,23,Samsung Medical Center
NCT01993810,PHASE3,ACTIVE_NOT_RECRUITING,330,Radiation Therapy Oncology Group
NCT05298176,PHASE2,COMPLETED,5,"Amsterdam UMC, location VUmc"
NCT05786924,PHASE1/PHASE2,RECRUITING,554,Institut de Recherches Internationales Servier
NCT04795713,PHASE1,TERMINATED,64,"Molecular Templates, Inc."
NCT01707823,EARLY_PHASE1,TERMINATED,4,Vanderbilt-Ingram Cancer Center
NCT02017925,NA,WITHDRAWN,0,Ohio State University Comprehensive Cancer Center
NCT04609566,PHASE2,COMPLETED,161,"Seagen, a wholly owned subsidiary of Pfizer"
NCT05207423,,COMPLETED,179,Takeda
NCT06174857,,UNKNOWN,100,Hunan Province Tumor Hospital
NCT00887315,PHASE2,TERMINATED,11,University of Chicago
NCT00219297,PHASE2,COMPLETED,50,Novartis Pharmaceuticals
NCT02044328,PHASE2,COMPLETED,79,"Betta Pharmaceuticals Co., Ltd."
NCT01995188,PHASE1,COMPLETED,41,"Genentech, Inc."
NCT02662634,PHASE2,WITHDRAWN,0,"GU Research Network, LLC"
NCT04073537,PHASE3,UNKNOWN,386,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT03172156,,COMPLETED,100,Sun Yat-sen University
NCT05210946,NA,UNKNOWN,20,The First Affiliated Hospital of Soochow University
NCT02127372,PHASE1/PHASE2,TERMINATED,43,Duke University
NCT01449357,PHASE2,WITHDRAWN,0,Genmab
NCT06169956,,RECRUITING,400,Bristol-Myers Squibb
NCT03007875,PHASE1/PHASE2,COMPLETED,20,"Fuda Cancer Hospital, Guangzhou"
NCT01859026,PHASE1,COMPLETED,43,H. Lee Moffitt Cancer Center and Research Institute
NCT04466917,PHASE3,WITHDRAWN,0,Amgen
NCT06885840,PHASE2,NOT_YET_RECRUITING,100,"Betta Pharmaceuticals Co., Ltd."
NCT05716672,,UNKNOWN,200,Pusan National University Hospital
NCT03674827,PHASE1,TERMINATED,36,Pfizer
NCT03802240,PHASE3,COMPLETED,492,Innovent Biologics (Suzhou) Co. Ltd.
NCT05244213,PHASE2,ACTIVE_NOT_RECRUITING,35,Guangdong Provincial People's Hospital
NCT06195683,PHASE2,UNKNOWN,23,Zhejiang Cancer Hospital
NCT00063154,PHASE2,COMPLETED,51,"Genentech, Inc."
NCT04725448,PHASE2,UNKNOWN,27,Sichuan Cancer Hospital and Research Institute
NCT05458726,PHASE2,UNKNOWN,80,Peking Union Medical College
NCT03987867,PHASE1,UNKNOWN,30,Tianjin Medical University Cancer Institute and Hospital
NCT01337154,PHASE2,TERMINATED,140,CytRx
NCT03389815,PHASE1/PHASE2,UNKNOWN,48,"Qilu Pharmaceutical Co., Ltd."
NCT00997724,PHASE2,UNKNOWN,100,The First Affiliated Hospital of Guangzhou Medical University
NCT01998919,PHASE2,COMPLETED,154,Hoffmann-La Roche
NCT02513355,PHASE4,UNKNOWN,400,"Nanjing NingQi Medicine Science and Technology Co., Ltd."
NCT01110226,PHASE1,TERMINATED,23,"University of Maryland, Baltimore"
NCT01028612,NA,TERMINATED,1,Wake Forest University Health Sciences
NCT01138722,PHASE2,TERMINATED,1,"University Hospital, Ghent"
NCT00040794,PHASE2,COMPLETED,144,National Cancer Institute (NCI)
NCT00654030,PHASE2,COMPLETED,12,Edward Hirschowitz
NCT03451526,,COMPLETED,2929,Tang-Du Hospital
NCT04358562,PHASE2,UNKNOWN,240,Second Affiliated Hospital of Nanchang University
NCT05274451,PHASE1,TERMINATED,57,"Lyell Immunopharma, Inc."
NCT04622007,PHASE2,UNKNOWN,68,Effector Therapeutics
NCT04682327,,UNKNOWN,50,Shanghai Zhongshan Hospital
NCT01620190,PHASE2,COMPLETED,26,University of Washington
NCT01051934,PHASE1,COMPLETED,2,National Cancer Institute (NCI)
NCT07277413,PHASE1,RECRUITING,260,IDEAYA Biosciences
NCT03077113,NA,COMPLETED,3,H. Lee Moffitt Cancer Center and Research Institute
NCT01207063,PHASE2,COMPLETED,40,Maastricht Radiation Oncology
NCT06431100,,RECRUITING,10,"Beijing Geekgene Technology Co., LTD"
NCT06848426,NA,NOT_YET_RECRUITING,100,Jiangxi Provincial People's Hopital
NCT03977467,PHASE2,COMPLETED,46,"SCRI Development Innovations, LLC"
NCT00971191,PHASE1,TERMINATED,22,Pfizer
NCT04685070,PHASE2,ACTIVE_NOT_RECRUITING,56,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT04828395,PHASE2,UNKNOWN,65,Tianjin Medical University Cancer Institute and Hospital
NCT04905316,PHASE2,ACTIVE_NOT_RECRUITING,41,Memorial Sloan Kettering Cancer Center
NCT06604351,PHASE2,NOT_YET_RECRUITING,39,Hunan Province Tumor Hospital
NCT05186974,PHASE2,ACTIVE_NOT_RECRUITING,193,Gilead Sciences
NCT05211895,PHASE3,RECRUITING,860,AstraZeneca
NCT00103831,PHASE1/PHASE2,COMPLETED,,Bristol-Myers Squibb
NCT03076372,PHASE1,UNKNOWN,34,Merrimack Pharmaceuticals
NCT07633626,,RECRUITING,24,"Centro de Tratamiento e Investigación sobre Cáncer, Luis Carlos Sarmiento Angulo"
NCT06599502,PHASE1,TERMINATED,17,AstraZeneca
NCT03656705,PHASE1,COMPLETED,2,Henan Medical University
NCT02145078,NA,TERMINATED,4,Barbara Ann Karmanos Cancer Institute
NCT03559049,PHASE1/PHASE2,TERMINATED,25,University of Michigan Rogel Cancer Center
NCT04206787,,COMPLETED,72,Boehringer Ingelheim
NCT05254184,PHASE1,RECRUITING,12,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins
NCT05024214,PHASE1/PHASE2,RECRUITING,170,"3D Medicines (Sichuan) Co., Ltd."
NCT01327612,PHASE2,COMPLETED,12,Amgen
NCT07140016,PHASE1,RECRUITING,40,"Astellas Pharma Global Development, Inc."
NCT01346280,,COMPLETED,1079,National Cancer Institute (NCI)
NCT06718972,,RECRUITING,1000,Guangzhou Medical University
NCT01300299,NA,WITHDRAWN,0,University of Louisville
NCT06084806,PHASE2,RECRUITING,10,"CellSight Technologies, Inc."
NCT00062907,PHASE1,UNKNOWN,9,Corixa Corporation
NCT03726736,PHASE1/PHASE2,UNKNOWN,97,Yong Fang
NCT00055757,PHASE2,COMPLETED,48,National Cancer Institute (NCI)
NCT03188562,NA,COMPLETED,200,Pulmonary Hospital Zakopane
NCT07599007,,NOT_YET_RECRUITING,10,Bristol-Myers Squibb
NCT04322591,,UNKNOWN,70,Hunan Province Tumor Hospital
NCT02490696,PHASE2,COMPLETED,23,Centre Henri Becquerel
NCT06117644,,NOT_YET_RECRUITING,30,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University
NCT04263688,,UNKNOWN,300,Guangzhou Institute of Respiratory Disease
NCT05303493,PHASE1,COMPLETED,45,Centre hospitalier de l'Université de Montréal (CHUM)
NCT04063449,NA,UNKNOWN,170,Dong Wang
NCT04425681,PHASE2,UNKNOWN,20,Second Affiliated Hospital of Nanchang University
NCT05351320,PHASE2,UNKNOWN,40,Jinming Yu
NCT05252091,PHASE2,UNKNOWN,30,Henan Cancer Hospital
NCT02504489,PHASE3,COMPLETED,559,BeyondSpring Pharmaceuticals Inc.
NCT00762034,PHASE3,COMPLETED,939,Eli Lilly and Company
NCT05048797,PHASE3,ACTIVE_NOT_RECRUITING,454,AstraZeneca
NCT05786430,PHASE2,ACTIVE_NOT_RECRUITING,87,Yonsei University
NCT04324164,,RECRUITING,800,Hunan Province Tumor Hospital
NCT01597258,,COMPLETED,2029,Pfizer
NCT05635708,PHASE2,ACTIVE_NOT_RECRUITING,400,BeiGene
NCT00372073,PHASE2,TERMINATED,187,"Cyclacel Pharmaceuticals, Inc."
NCT00621049,PHASE2,COMPLETED,112,"SCRI Development Innovations, LLC"
NCT00986674,PHASE2,COMPLETED,140,National Cancer Institute (NCI)
NCT02364999,PHASE3,COMPLETED,719,Pfizer
NCT04009122,NA,COMPLETED,266,Igen BioLab SLU
NCT05514314,PHASE2,UNKNOWN,90,Wu Nan
NCT01481259,PHASE2/PHASE3,UNKNOWN,120,People's Hospital of Guangxi Zhuang Autonomous Region
NCT01065415,,COMPLETED,272,Samsung Medical Center
NCT01054482,PHASE2,UNKNOWN,120,The First Affiliated Hospital of Guangzhou Medical University
NCT02897375,PHASE1,COMPLETED,71,Emory University
NCT06986291,NA,NOT_YET_RECRUITING,325,Technische Universität Dresden
NCT04082182,PHASE1,UNKNOWN,7,"University Hospital, Ghent"
NCT01774578,PHASE2/PHASE3,TERMINATED,135,NewLink Genetics Corporation
NCT02262325,PHASE2,COMPLETED,21,Ohio State University Comprehensive Cancer Center
NCT01836133,,COMPLETED,70,Hoffmann-La Roche
NCT03911193,PHASE2,UNKNOWN,25,Fondazione Ricerca Traslazionale
NCT00425204,PHASE2,COMPLETED,31,Amgen
NCT01183858,PHASE3,COMPLETED,315,Hoffmann-La Roche
NCT01828112,PHASE3,COMPLETED,231,Novartis Pharmaceuticals
NCT01473563,PHASE2,COMPLETED,52,Eli Lilly and Company
NCT05902260,NA,COMPLETED,51,"Joachim Aerts, MD PhD"
NCT06319313,PHASE2/PHASE3,NOT_YET_RECRUITING,534,Shanghai JMT-Bio Inc.
NCT05811169,,ACTIVE_NOT_RECRUITING,60,The University of Hong Kong
NCT00991796,PHASE2,COMPLETED,109,Daiichi Sankyo
NCT00459342,PHASE2,COMPLETED,35,National Cancer Institute (NCI)
NCT03215706,PHASE3,COMPLETED,719,Bristol-Myers Squibb
NCT04878107,PHASE2,UNKNOWN,88,Wuhan University
NCT00536861,PHASE1,COMPLETED,11,"Amsterdam UMC, location VUmc"
NCT03621982,PHASE1,TERMINATED,78,ADC Therapeutics S.A.
NCT03708328,PHASE1,COMPLETED,134,Hoffmann-La Roche
NCT02407600,PHASE2,UNKNOWN,150,Ajeet Gajra
NCT01685346,NA,TERMINATED,8,Case Comprehensive Cancer Center
NCT07541170,PHASE3,NOT_YET_RECRUITING,400,Hoffmann-La Roche
NCT02568267,PHASE2,ACTIVE_NOT_RECRUITING,534,Hoffmann-La Roche
NCT01565772,PHASE1,TERMINATED,4,Massachusetts General Hospital
NCT02273336,,COMPLETED,40,University of Southern California
NCT05987826,PHASE2,UNKNOWN,40,Shanghai Zhongshan Hospital
NCT05891171,PHASE1,ACTIVE_NOT_RECRUITING,40,"Arcus Biosciences, Inc."
NCT07144280,PHASE3,RECRUITING,680,Pfizer
NCT06967532,,RECRUITING,90,Medical University of Vienna
NCT03615443,,COMPLETED,306,"Guardant Health, Inc."
NCT01935154,PHASE2,COMPLETED,221,Vaxon Biotech
NCT04978753,PHASE2,UNKNOWN,54,Li-kun Chen
NCT02367794,PHASE3,COMPLETED,1021,Hoffmann-La Roche
NCT05711914,,COMPLETED,300,Centre Hospitalier Universitaire de Nīmes
NCT00452413,PHASE1/PHASE2,COMPLETED,65,Eli Lilly and Company
NCT04137588,,UNKNOWN,126,Peking University Cancer Hospital & Institute
NCT05005403,PHASE1,RECRUITING,694,AbbVie
NCT01920789,NA,UNKNOWN,102,Ass. Prof. Jan Nyman
NCT05407155,NA,ACTIVE_NOT_RECRUITING,56,Fudan University
NCT01839955,PHASE1,COMPLETED,12,Neelesh Sharma MD PhD
NCT01212627,PHASE1,TERMINATED,12,Angela Taber MD
NCT06896890,PHASE1/PHASE2,RECRUITING,32,Inhatarget Therapeutics
NCT04742192,,COMPLETED,601,AstraZeneca
NCT06406608,NA,UNKNOWN,20,Henan Cancer Hospital
NCT06974097,,NOT_YET_RECRUITING,72,"University Hospital, Montpellier"
NCT04809103,PHASE1,COMPLETED,6,University of Vermont
NCT06890182,PHASE2,NOT_YET_RECRUITING,31,Tianjin Medical University Cancer Institute and Hospital
NCT01494558,PHASE2/PHASE3,COMPLETED,200,Chinese Academy of Medical Sciences
NCT04465968,PHASE3,NOT_YET_RECRUITING,84,National Cancer Center Hospital East
NCT06847334,PHASE3,NOT_YET_RECRUITING,772,Shanghai Henlius Biotech
NCT00701870,PHASE2,TERMINATED,1,Telik
NCT07629960,PHASE1/PHASE2,RECRUITING,265,Blueprint Medicines Corporation
NCT00745732,PHASE1,TERMINATED,3,M.D. Anderson Cancer Center
NCT04436406,NA,UNKNOWN,30,Guy's and St Thomas' NHS Foundation Trust
NCT07330050,PHASE2,RECRUITING,31,Tianjin Medical University Cancer Institute and Hospital
NCT02403271,PHASE1/PHASE2,COMPLETED,124,Pharmacyclics LLC.
NCT07688577,PHASE1/PHASE2,NOT_YET_RECRUITING,140,"Xilio Development, Inc."
NCT02080078,PHASE1,TERMINATED,15,AHS Cancer Control Alberta
NCT00862134,PHASE2,TERMINATED,42,"Proacta, Incorporated"
NCT03087708,PHASE2,TERMINATED,50,Alliance for Clinical Trials in Oncology
NCT01391143,PHASE1,COMPLETED,179,MacroGenics
NCT00693992,PHASE3,COMPLETED,210,National Cancer Institute (NCI)
NCT04996121,PHASE1/PHASE2,RECRUITING,360,"Xuanzhu Biopharmaceutical Co., Ltd."
NCT02848651,PHASE2,COMPLETED,153,"Genentech, Inc."
NCT05801107,PHASE2,UNKNOWN,30,"Qilu Pharmaceutical Co., Ltd."
NCT02245100,,COMPLETED,130,Sidney Kimmel Comprehensive Cancer Center at Thomas Jefferson University
NCT04297605,PHASE1,RECRUITING,60,University of Rochester
NCT02914990,PHASE1,COMPLETED,36,"Betta Pharmaceuticals Co., Ltd."
NCT07285148,PHASE1/PHASE2,NOT_YET_RECRUITING,253,Beijing Pearl Biotechnology Limited Liability Company
NCT05634551,,COMPLETED,15,M.D. Anderson Cancer Center
NCT04646837,PHASE1/PHASE2,UNKNOWN,20,Peking Union Medical College Hospital
NCT02059889,NA,WITHDRAWN,0,Virginia Commonwealth University
NCT04504071,PHASE2,ACTIVE_NOT_RECRUITING,30,Shanghai Chest Hospital
NCT07158489,PHASE2,NOT_YET_RECRUITING,47,Swiss Cancer Institute
NCT07479277,NA,RECRUITING,160,Fondazione del Piemonte per l'Oncologia
NCT01234038,PHASE1/PHASE2,COMPLETED,116,"Ionis Pharmaceuticals, Inc."
NCT00572325,,COMPLETED,180,Maastricht Radiation Oncology
NCT02200354,PHASE2,TERMINATED,20,Kobe City General Hospital
NCT04262388,PHASE2,WITHDRAWN,0,"University Health Network, Toronto"
NCT02321046,,COMPLETED,26,AstraZeneca
NCT06617936,PHASE2,RECRUITING,36,Hua Zhang
NCT06652048,PHASE2,RECRUITING,60,Jialei Wang
NCT02376699,PHASE1,TERMINATED,159,Seagen Inc.
NCT06712316,PHASE2/PHASE3,RECRUITING,1260,BioNTech SE
NCT05551117,PHASE2,TERMINATED,192,MacroGenics
NCT03090737,PHASE2,COMPLETED,129,Bristol-Myers Squibb
NCT05489731,PHASE1,UNKNOWN,72,"Jiesi Yingda Pharmaceutical Technology (Suzhou) Co., Ltd."
NCT00517790,PHASE2,COMPLETED,140,"AbbVie (prior sponsor, Abbott)"
NCT07264816,PHASE2,RECRUITING,80,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT05034926,,COMPLETED,212,Bristol-Myers Squibb
NCT05555212,PHASE1,UNKNOWN,72,"Qilu Pharmaceutical Co., Ltd."
NCT02726568,PHASE2,UNKNOWN,30,"Betta Pharmaceuticals Co., Ltd."
NCT02681549,PHASE2,COMPLETED,41,Yale University
NCT02340208,PHASE1/PHASE2,COMPLETED,76,Helix BioPharma Corporation
NCT04424641,PHASE1/PHASE2,TERMINATED,48,Genmab
NCT04302025,PHASE2,RECRUITING,99,"Genentech, Inc."
NCT04524195,PHASE1,TERMINATED,4,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins
NCT00967577,PHASE1,COMPLETED,20,Weill Medical College of Cornell University
NCT06562192,PHASE1,RECRUITING,162,Novartis Pharmaceuticals
NCT03607149,PHASE4,COMPLETED,11,Centre Georges Francois Leclerc
NCT03833934,,COMPLETED,62,Addario Lung Cancer Medical Institute
NCT07578571,PHASE1,RECRUITING,175,"Immunome, Inc."
NCT01026467,,COMPLETED,45,Wake Forest University Health Sciences
NCT01808677,,COMPLETED,49,M.D. Anderson Cancer Center
NCT05230888,,WITHDRAWN,0,University of Hull
NCT07229729,PHASE2,RECRUITING,300,"Shanghai Hengrui Pharmaceutical Co., Ltd."
NCT06394427,,UNKNOWN,250,West China Hospital
NCT03616522,,COMPLETED,25,Abramson Cancer Center at Penn Medicine
NCT04254107,PHASE1,TERMINATED,133,Seagen Inc.
