"nct_id","phase","overall_status","enrollment","start_date"
NCT04680377,,RECRUITING,44,2021-04-12
NCT03087760,PHASE2,COMPLETED,32,2017-11-29
NCT06287320,,UNKNOWN,200,2024-03-01
NCT03416972,,UNKNOWN,20,2018-01-11
NCT02922764,PHASE1,COMPLETED,146,2016-11-01
NCT06045767,PHASE2,NOT_YET_RECRUITING,30,2024-06-30
NCT01065818,NA,TERMINATED,6,2009-08-31
NCT04656652,PHASE3,ACTIVE_NOT_RECRUITING,605,2020-12-21
NCT03269162,PHASE3,UNKNOWN,144,2016-09-30
NCT03050554,PHASE1/PHASE2,TERMINATED,2,2017-10-26
NCT00062101,PHASE2,COMPLETED,80,2004-01-31
NCT04009317,PHASE3,UNKNOWN,260,2019-08-13
NCT05144997,PHASE4,ACTIVE_NOT_RECRUITING,76,2021-12-28
NCT06604689,,RECRUITING,800,2024-09-30
NCT02360761,PHASE3,UNKNOWN,339,2016-01-31
NCT02117167,PHASE2,COMPLETED,999,2014-04-23
NCT07410611,PHASE2,NOT_YET_RECRUITING,84,2026-02-10
NCT06835569,PHASE1,RECRUITING,448,2025-03-05
NCT01017679,PHASE2,COMPLETED,96,2009-05-31
NCT03710616,,UNKNOWN,700,2018-03-24
NCT06218069,PHASE2/PHASE3,NOT_YET_RECRUITING,20,2025-02-28
NCT01179269,PHASE2,WITHDRAWN,0,2010-03-31
NCT05735327,,ACTIVE_NOT_RECRUITING,50,2023-05-22
NCT00388206,,COMPLETED,3998,2006-11-30
NCT03366480,PHASE1/PHASE2,COMPLETED,103,2016-12-01
NCT02835833,PHASE1,COMPLETED,21,2016-06-09
NCT05991206,,RECRUITING,200,2023-12-25
NCT00826033,,COMPLETED,,
NCT06329895,PHASE1,COMPLETED,15,2024-03-25
NCT01131234,PHASE1,COMPLETED,20,2010-05-31
NCT04249362,PHASE2,COMPLETED,102,2020-11-26
NCT07402070,PHASE2,NOT_YET_RECRUITING,10,2026-02-04
NCT04941365,NA,WITHDRAWN,0,2022-07-07
NCT00367679,PHASE2,COMPLETED,35,2006-11-30
NCT03861156,PHASE2,COMPLETED,290,2019-02-28
NCT03594747,PHASE3,COMPLETED,360,2018-07-30
NCT02439450,PHASE1/PHASE2,COMPLETED,121,2015-04-15
NCT01642004,PHASE3,COMPLETED,272,2012-10-16
NCT05894889,PHASE2,ACTIVE_NOT_RECRUITING,70,2024-01-30
NCT01225302,PHASE1,COMPLETED,12,2010-09-30
NCT06958614,,COMPLETED,213,2019-09-02
NCT02349412,PHASE3,COMPLETED,405,2015-06-25
NCT04646824,PHASE2,UNKNOWN,10,2020-11-19
NCT07343479,PHASE2,NOT_YET_RECRUITING,45,2026-05-01
NCT05269485,PHASE1/PHASE2,UNKNOWN,36,2021-08-01
NCT04667234,,NO_LONGER_AVAILABLE,,
NCT06348888,PHASE1,COMPLETED,30,2024-04-10
NCT07043907,PHASE2,NOT_YET_RECRUITING,115,2025-07-08
NCT03006575,PHASE2,UNKNOWN,57,2015-08-31
NCT07261631,PHASE1,RECRUITING,180,2025-11-24
NCT07548060,PHASE2,RECRUITING,25,2026-02-01
NCT05799274,PHASE1,RECRUITING,9,2023-11-09
NCT01263886,PHASE2,COMPLETED,176,2011-02-28
NCT03589339,PHASE1,ACTIVE_NOT_RECRUITING,145,2019-01-16
NCT07190027,PHASE1/PHASE2,NOT_YET_RECRUITING,246,2025-11-30
NCT01991418,,COMPLETED,165,2013-05-31
NCT03728556,PHASE3,COMPLETED,381,2018-10-26
NCT05492045,PHASE1/PHASE2,TERMINATED,22,2022-09-13
NCT06050278,,UNKNOWN,10,2023-04-03
NCT05571839,PHASE1,TERMINATED,41,2023-01-03
NCT06972576,PHASE1,RECRUITING,18,2025-05-09
NCT03407300,PHASE2,UNKNOWN,80,2018-02-01
NCT00651833,PHASE2,COMPLETED,60,2005-02-28
NCT05241028,PHASE2,RECRUITING,80,2022-05-01
NCT03520842,PHASE2,COMPLETED,22,2018-08-14
NCT04394624,PHASE2,TERMINATED,31,2020-08-31
NCT06813664,PHASE2,NOT_YET_RECRUITING,60,2026-06-01
NCT05273047,,UNKNOWN,458,2022-03-01
NCT06652555,,NOT_YET_RECRUITING,100,2024-10-30
NCT07617337,PHASE1,NOT_YET_RECRUITING,102,2026-07-31
NCT04933695,PHASE2,COMPLETED,42,2022-01-28
NCT04175769,NA,ACTIVE_NOT_RECRUITING,9,2022-12-19
NCT01360554,PHASE3,COMPLETED,878,2011-06-16
NCT01798485,PHASE3,TERMINATED,696,2013-04-30
NCT07036016,,COMPLETED,67818,2015-01-01
NCT03373955,,UNKNOWN,60,2017-11-23
NCT04210492,PHASE1/PHASE2,RECRUITING,36,2020-08-26
NCT00831909,,COMPLETED,3513,2009-01-31
NCT07153770,PHASE2,NOT_YET_RECRUITING,34,2025-09-20
NCT06255951,PHASE1,COMPLETED,48,2024-03-12
NCT06396065,PHASE3,ACTIVE_NOT_RECRUITING,420,2023-05-04
NCT06512051,PHASE1/PHASE2,RECRUITING,248,2024-07-30
NCT07475637,,COMPLETED,70,2023-03-01
NCT06616909,NA,ACTIVE_NOT_RECRUITING,120,2024-09-22
NCT03014648,PHASE2,COMPLETED,28,2017-07-18
NCT01720901,PHASE4,SUSPENDED,20,2013-02-28
NCT02621398,PHASE1,COMPLETED,23,2016-08-04
NCT03492801,,TERMINATED,10,2017-12-11
NCT04124731,PHASE2,UNKNOWN,98,2019-10-31
NCT06767514,PHASE3,RECRUITING,780,2025-02-27
NCT04564079,,COMPLETED,100,2021-06-01
NCT04772989,PHASE1,COMPLETED,94,2021-03-19
NCT06108726,PHASE2,UNKNOWN,16,2023-10-18
NCT05775796,PHASE2,COMPLETED,30,2023-03-15
NCT07279402,,RECRUITING,150,2025-09-15
NCT03305380,,COMPLETED,637,2017-09-01
NCT02369198,PHASE1,COMPLETED,27,2014-09-30
NCT02011997,PHASE3,UNKNOWN,500,2013-12-31
NCT01631552,PHASE1/PHASE2,COMPLETED,515,2012-12-17
NCT07441941,,RECRUITING,190,2026-01-14
NCT01949701,PHASE1/PHASE2,COMPLETED,6,2011-08-31
NCT03515252,PHASE1,COMPLETED,20,2005-04-26
NCT05165160,NA,COMPLETED,133,2022-02-15
NCT05745740,PHASE1/PHASE2,UNKNOWN,26,2024-04-30
NCT05157542,PHASE1,UNKNOWN,9,2021-06-10
NCT03823807,PHASE2,UNKNOWN,300,2019-03-31
NCT01828099,PHASE3,COMPLETED,376,2013-07-09
NCT00701558,PHASE2,COMPLETED,20,2008-08-31
NCT06232265,,RECRUITING,108,2023-09-22
NCT04492969,,UNKNOWN,320,2020-09-01
NCT06171789,PHASE1/PHASE2,TERMINATED,33,2024-01-03
NCT04189614,PHASE1,TERMINATED,65,2020-02-13
NCT06924710,NA,RECRUITING,286,2025-04-06
NCT04549428,PHASE2,TERMINATED,12,2020-10-01
NCT03502850,PHASE1/PHASE2,UNKNOWN,507,2017-11-30
NCT02288026,,UNKNOWN,630,2014-09-30
NCT03636685,PHASE1/PHASE2,UNKNOWN,60,2018-08-15
NCT00102804,PHASE3,COMPLETED,663,2005-03-31
NCT02737709,PHASE2,TERMINATED,51,2016-03-31
NCT00708812,PHASE2,COMPLETED,126,2007-07-31
NCT02186847,PHASE2,COMPLETED,170,2014-08-31
NCT07098988,PHASE2,RECRUITING,107,2025-08-01
NCT05183243,PHASE1,UNKNOWN,68,2022-02-20
NCT04612673,PHASE2,UNKNOWN,33,2020-11-20
NCT05078931,PHASE2,ACTIVE_NOT_RECRUITING,35,2021-10-27
NCT07038460,PHASE2,NOT_YET_RECRUITING,134,2025-07-31
NCT03137264,,COMPLETED,44,2017-10-24
NCT00050960,PHASE3,COMPLETED,612,2002-05-31
NCT03022500,PHASE2,COMPLETED,32,2017-05-18
NCT04263051,PHASE2,COMPLETED,60,2020-09-09
NCT06663020,,ACTIVE_NOT_RECRUITING,248,2023-06-15
NCT06333678,PHASE2,COMPLETED,10,2024-03-20
NCT07631299,EARLY_PHASE1,NOT_YET_RECRUITING,5,2026-06-30
NCT06382116,PHASE3,ACTIVE_NOT_RECRUITING,432,2024-05-22
NCT07323732,PHASE2,RECRUITING,25,2026-01-06
NCT01980472,PHASE2,UNKNOWN,50,2013-08-31
NCT01951469,PHASE3,UNKNOWN,160,2016-01-31
NCT07041320,,RECRUITING,40,2023-06-15
NCT01104155,PHASE2,COMPLETED,123,2010-02-22
NCT06491862,,RECRUITING,250,2024-07-25
NCT01230710,PHASE4,COMPLETED,51,2011-03-31
NCT03603262,PHASE1,UNKNOWN,85,2018-04-25
NCT03694236,PHASE1/PHASE2,RECRUITING,39,2019-02-12
NCT02591615,PHASE2,COMPLETED,91,2016-03-31
NCT03256981,PHASE2/PHASE3,UNKNOWN,113,2017-11-27
NCT00268255,PHASE1/PHASE2,WITHDRAWN,0,
NCT04951648,PHASE3,UNKNOWN,220,2021-07-15
NCT03790228,PHASE1,UNKNOWN,43,2019-03-22
NCT04102436,PHASE2,WITHDRAWN,0,2024-03-08
NCT00777699,PHASE1,COMPLETED,80,2008-08-31
NCT04743752,,UNKNOWN,200,2021-02-23
NCT05520099,,ACTIVE_NOT_RECRUITING,416,2023-06-26
NCT02770014,PHASE2,TERMINATED,43,2016-06-30
NCT03875820,PHASE1,ACTIVE_NOT_RECRUITING,87,2017-12-12
NCT04146571,,AVAILABLE,,
NCT05502237,PHASE3,ACTIVE_NOT_RECRUITING,1021,2022-10-12
NCT00409188,PHASE3,COMPLETED,1513,2007-01-31
NCT05910827,PHASE1/PHASE2,RECRUITING,398,2024-02-05
NCT06752057,NA,RECRUITING,10,2024-09-01
NCT07373951,,ENROLLING_BY_INVITATION,380,2025-11-01
NCT03870464,,ACTIVE_NOT_RECRUITING,150,2018-04-01
NCT01310036,PHASE2,COMPLETED,208,2011-04-30
NCT04066335,,UNKNOWN,1498,2019-09-18
NCT03573947,PHASE2,COMPLETED,46,2018-10-02
NCT00776698,PHASE1,COMPLETED,1,2009-04-30
NCT02929290,PHASE1,UNKNOWN,80,2017-03-01
NCT01351415,PHASE3,COMPLETED,485,2011-06-25
NCT02108964,PHASE1/PHASE2,COMPLETED,225,2014-06-06
NCT02283320,PHASE2,COMPLETED,69,2014-09-30
NCT00752115,PHASE2/PHASE3,COMPLETED,120,2007-02-28
NCT05100069,,RECRUITING,500,2021-11-01
NCT06868732,PHASE1,RECRUITING,288,2025-04-02
NCT00073151,PHASE2,COMPLETED,30,2003-09-30
NCT05620199,NA,UNKNOWN,20,2023-04-01
NCT06754930,PHASE1/PHASE2,RECRUITING,400,2025-02-18
NCT07034365,,NOT_YET_RECRUITING,2000,2025-08-31
NCT04144582,PHASE2,COMPLETED,30,2019-01-01
NCT03515837,PHASE3,COMPLETED,492,2018-06-29
NCT01456325,PHASE3,COMPLETED,494,2012-01-31
NCT07224152,PHASE1/PHASE2,RECRUITING,40,2026-03-27
NCT04889495,,WITHDRAWN,0,2025-05-16
NCT07323056,PHASE2,RECRUITING,36,2026-01-01
NCT06207292,NA,UNKNOWN,100,2016-12-31
NCT02221739,PHASE1/PHASE2,COMPLETED,39,2014-07-01
NCT06567015,PHASE1/PHASE2,RECRUITING,171,2024-09-17
NCT03652077,PHASE1,COMPLETED,40,2018-09-24
NCT05094544,NA,WITHDRAWN,0,2021-10-01
NCT04467723,PHASE1/PHASE2,RECRUITING,25,2022-05-18
NCT02322281,PHASE3,TERMINATED,149,2015-02-28
NCT07150598,,NOT_YET_RECRUITING,500,2025-09-01
NCT05785767,PHASE2/PHASE3,ACTIVE_NOT_RECRUITING,149,2023-06-30
NCT07363811,,RECRUITING,50,2025-07-01
NCT02503358,PHASE1,COMPLETED,23,2016-07-21
NCT00783705,PHASE2,COMPLETED,85,2008-11-30
NCT00735904,PHASE2,COMPLETED,38,2008-12-31
NCT02374645,PHASE1,COMPLETED,64,2015-04-30
NCT01772732,PHASE1,UNKNOWN,30,2012-12-31
NCT04900935,NA,RECRUITING,70,2023-09-29
NCT05102214,PHASE1/PHASE2,UNKNOWN,150,2022-05-03
NCT01905657,PHASE2/PHASE3,COMPLETED,1034,2013-08-09
NCT01966003,PHASE3,COMPLETED,642,2013-11-11
NCT00887783,PHASE2,COMPLETED,117,2009-05-01
NCT06068049,,RECRUITING,500,2023-07-28
NCT07351565,PHASE1,NOT_YET_RECRUITING,22,2026-01-10
NCT02380196,,COMPLETED,100,2015-03-31
NCT00354562,PHASE1/PHASE2,TERMINATED,75,2007-02-28
NCT01134250,PHASE1/PHASE2,COMPLETED,48,2008-08-06
NCT04179890,,COMPLETED,462,2019-12-17
NCT04824079,PHASE2,COMPLETED,16,2020-10-21
NCT01831089,PHASE1,COMPLETED,69,2013-09-30
NCT05204628,PHASE3,UNKNOWN,238,2022-02-07
NCT00063895,PHASE1/PHASE2,COMPLETED,80,2003-04-30
NCT01328951,PHASE3,COMPLETED,643,2011-09-30
NCT02554591,,TERMINATED,6,2015-09-16
NCT01649947,PHASE2,COMPLETED,32,2011-12-23
NCT05065398,PHASE2,UNKNOWN,20,2021-11-15
NCT06532149,,RECRUITING,80,2024-08-05
NCT00661778,PHASE2,COMPLETED,50,2007-07-31
NCT01498562,PHASE2,COMPLETED,160,2011-12-31
NCT04982549,PHASE2,UNKNOWN,35,2021-01-21
NCT07491497,PHASE1/PHASE2,RECRUITING,160,2026-03-11
NCT06361927,PHASE2,UNKNOWN,120,2024-05-15
NCT07098338,PHASE2,RECRUITING,278,2025-08-07
NCT00655161,PHASE2,COMPLETED,24,2008-04-30
NCT03334617,PHASE2,ACTIVE_NOT_RECRUITING,528,2017-12-18
NCT05245071,PHASE2,TERMINATED,22,2022-06-01
NCT01355497,PHASE3,COMPLETED,330,2011-07-31
NCT03386929,PHASE1/PHASE2,TERMINATED,15,2017-11-29
NCT03228368,,UNKNOWN,10,2017-03-01
NCT06333951,PHASE1,ACTIVE_NOT_RECRUITING,49,2024-09-17
NCT04413201,PHASE4,ACTIVE_NOT_RECRUITING,34,2020-09-11
NCT07322783,PHASE2,RECRUITING,60,2025-01-01
NCT04292119,PHASE1/PHASE2,UNKNOWN,96,2020-05-01
NCT03480230,PHASE2,UNKNOWN,60,2018-06-26
NCT06730685,,ENROLLING_BY_INVITATION,160,2024-12-12
NCT03062800,PHASE2,UNKNOWN,232,2016-12-31
NCT02869685,NA,COMPLETED,60,2017-07-01
NCT05642195,PHASE1/PHASE2,SUSPENDED,30,2026-07-12
NCT07609251,PHASE2,NOT_YET_RECRUITING,90,2026-05-31
NCT03042221,,RECRUITING,100,2016-05-10
NCT02839629,,COMPLETED,5657,2015-11-23
NCT01004250,PHASE2,COMPLETED,109,2009-10-31
NCT04751162,,COMPLETED,71,2021-02-18
NCT05297890,PHASE2,ACTIVE_NOT_RECRUITING,70,2022-05-27
NCT02382796,PHASE2,COMPLETED,7,2015-07-10
NCT07410494,PHASE1/PHASE2,RECRUITING,85,2026-02-01
NCT06953843,PHASE2,RECRUITING,366,2025-07-09
NCT05579366,PHASE1/PHASE2,RECRUITING,884,2022-12-07
NCT03904823,PHASE2,UNKNOWN,58,2019-04-25
NCT06716437,NA,RECRUITING,25,2025-01-24
NCT03317496,PHASE1/PHASE2,TERMINATED,67,2017-12-21
NCT04194944,PHASE3,ACTIVE_NOT_RECRUITING,261,2020-02-17
NCT05348668,PHASE2,COMPLETED,78,2022-03-01
NCT02443324,PHASE1,COMPLETED,175,2015-07-29
NCT05183932,,ACTIVE_NOT_RECRUITING,446,2022-07-14
NCT07005102,PHASE2/PHASE3,RECRUITING,854,2025-08-03
NCT06434103,PHASE1/PHASE2,WITHDRAWN,0,2024-10-10
NCT02714608,PHASE2,UNKNOWN,144,2016-05-31
NCT02879994,PHASE2,COMPLETED,11,2016-09-15
NCT02525757,PHASE2,ACTIVE_NOT_RECRUITING,52,2016-01-26
NCT04764188,,ACTIVE_NOT_RECRUITING,800,2021-05-10
NCT00520676,PHASE3,COMPLETED,260,2007-10-31
NCT05751187,PHASE2,ACTIVE_NOT_RECRUITING,54,2023-06-27
NCT07341737,PHASE1/PHASE2,NOT_YET_RECRUITING,60,2026-02-01
NCT02040870,PHASE1/PHASE2,COMPLETED,103,2014-03-07
NCT01297101,,TEMPORARILY_NOT_AVAILABLE,,
NCT07612722,NA,RECRUITING,585,2026-05-18
NCT04287894,PHASE1,TERMINATED,18,2018-12-28
NCT02964689,PHASE1,COMPLETED,18,2017-04-12
NCT04202809,PHASE2,UNKNOWN,90,2020-01-13
NCT00896454,PHASE2,COMPLETED,33,2009-11-16
NCT05176483,PHASE1,RECRUITING,1314,2021-12-14
NCT02192697,PHASE1/PHASE2,TERMINATED,124,2014-01-23
NCT02264990,PHASE3,COMPLETED,595,2014-09-30
NCT06837948,PHASE2,NOT_YET_RECRUITING,160,2025-02-18
NCT00251446,PHASE2,COMPLETED,70,2005-10-31
NCT00749346,PHASE1/PHASE2,COMPLETED,42,2008-05-31
NCT06598527,PHASE3,RECRUITING,360,2024-10-15
NCT05132985,PHASE2,NOT_YET_RECRUITING,45,2022-01-01
NCT01697163,,UNKNOWN,155,2012-10-31
NCT02457793,PHASE1,COMPLETED,24,2015-06-16
NCT00006929,PHASE2,COMPLETED,82,2000-09-30
NCT05491811,PHASE2,ACTIVE_NOT_RECRUITING,47,2022-08-01
NCT07669051,PHASE2,ACTIVE_NOT_RECRUITING,36,2026-01-01
NCT02588261,PHASE3,TERMINATED,530,2016-02-11
NCT06235242,NA,TERMINATED,2,2024-02-02
NCT05466149,PHASE2,ACTIVE_NOT_RECRUITING,100,2022-09-27
NCT07036185,PHASE1,NOT_YET_RECRUITING,66,2025-06-24
NCT02337530,PHASE2,COMPLETED,62,2015-05-26
NCT04564157,PHASE3,ACTIVE_NOT_RECRUITING,210,2021-01-13
NCT01655225,PHASE1,COMPLETED,156,2012-07-31
NCT04749602,PHASE2,COMPLETED,26,2020-08-10
NCT06626243,,RECRUITING,140,2024-09-30
NCT04157985,PHASE3,COMPLETED,161,2019-11-15
NCT00497315,PHASE2,COMPLETED,30,2006-02-28
NCT01646450,PHASE4,UNKNOWN,35,2012-07-31
NCT01395758,PHASE2,COMPLETED,96,2011-07-31
NCT07115043,PHASE1/PHASE2,RECRUITING,60,2025-07-29
NCT05798663,PHASE2,ACTIVE_NOT_RECRUITING,178,2023-12-07
NCT05765734,PHASE1,TERMINATED,18,2023-05-25
NCT05165355,PHASE2,UNKNOWN,90,2021-12-28
NCT03576131,PHASE1/PHASE2,TERMINATED,48,2018-04-30
NCT07288632,,RECRUITING,500,2024-02-09
NCT02658097,PHASE2,COMPLETED,13,2017-06-07
NCT05168566,PHASE2,RECRUITING,99,2022-09-01
NCT01387282,PHASE3,COMPLETED,495,2011-07-31
NCT01336543,PHASE2,WITHDRAWN,0,2011-03-31
NCT05394831,PHASE1/PHASE2,RECRUITING,150,2023-07-30
NCT02731001,NA,UNKNOWN,98,2016-08-31
NCT02179567,PHASE2,TERMINATED,26,2010-03-31
NCT06610240,,ENROLLING_BY_INVITATION,500,2024-11-01
NCT03885765,,COMPLETED,160,2020-09-21
NCT05097417,NA,UNKNOWN,110,2021-11-01
NCT02391480,PHASE1,COMPLETED,128,2015-04-14
NCT01669707,PHASE2,UNKNOWN,60,2011-04-30
NCT03768037,PHASE4,UNKNOWN,106,2018-11-26
NCT01531790,PHASE1,COMPLETED,19,2011-09-30
NCT06467383,,RECRUITING,600,2024-06-25
NCT07105176,PHASE1,NOT_YET_RECRUITING,12,2025-08-30
NCT04069936,PHASE2,TERMINATED,19,2019-10-15
NCT06800339,PHASE1,RECRUITING,18,2025-04-22
NCT01723800,PHASE1,COMPLETED,9,2013-07-31
NCT02264210,PHASE2,COMPLETED,128,2015-01-31
NCT06431685,PHASE1,RECRUITING,10,2024-04-25
NCT05858164,PHASE1,COMPLETED,45,2023-08-07
NCT00931008,PHASE3,COMPLETED,42,2009-10-31
NCT06041776,PHASE3,RECRUITING,570,2023-03-28
NCT00807612,PHASE1/PHASE2,TERMINATED,15,2009-01-31
NCT05910034,PHASE2,UNKNOWN,132,2023-07-01
NCT02798003,,TERMINATED,44,2016-12-01
NCT06903377,PHASE1/PHASE2,RECRUITING,50,2025-05-23
NCT06142058,,RECRUITING,44,2023-11-13
NCT07444437,PHASE2,RECRUITING,45,2026-02-26
NCT06418412,,RECRUITING,600,2024-03-15
NCT05822284,,NOT_YET_RECRUITING,50,2023-04-30
NCT07320105,PHASE4,RECRUITING,60,2026-01-15
NCT02122861,PHASE1,COMPLETED,47,2014-05-30
NCT06643117,PHASE3,TERMINATED,25,2024-10-03
NCT07524257,PHASE3,WITHDRAWN,0,2026-05-29
NCT01471964,PHASE1/PHASE2,TERMINATED,22,2011-10-20
NCT06585644,PHASE2,NOT_YET_RECRUITING,44,2024-10-01
NCT07489066,PHASE2,RECRUITING,120,2026-06-01
NCT02855125,PHASE2,COMPLETED,128,2016-08-29
NCT05573373,PHASE1,UNKNOWN,40,2022-12-20
NCT00312728,PHASE2,COMPLETED,115,2006-03-31
NCT01378962,PHASE2,COMPLETED,50,2011-03-31
NCT00321334,PHASE3,COMPLETED,410,2006-03-31
NCT00179686,PHASE2,COMPLETED,40,2005-03-31
NCT03955198,PHASE2,COMPLETED,4,2021-05-27
NCT06883552,PHASE2,NOT_YET_RECRUITING,21,2025-10-01
NCT07362459,PHASE3,RECRUITING,246,2025-12-30
NCT02840994,PHASE1,COMPLETED,24,2016-12-31
NCT04818983,,COMPLETED,470,2021-04-07
NCT00754364,PHASE2,TERMINATED,108,2008-10-31
NCT05329298,PHASE1/PHASE2,UNKNOWN,90,2021-07-21
NCT03844464,,COMPLETED,1290,2019-01-21
NCT04208854,,UNKNOWN,40,2018-04-18
NCT00191191,PHASE2,COMPLETED,226,2004-10-31
NCT06711900,PHASE3,RECRUITING,432,2024-10-30
NCT00692380,PHASE1,TERMINATED,28,2006-06-30
NCT02349633,PHASE1/PHASE2,TERMINATED,65,2015-05-14
NCT00327288,PHASE1,COMPLETED,34,2005-10-31
NCT07164170,PHASE2,RECRUITING,86,2025-09-22
NCT03749213,PHASE2,UNKNOWN,36,2018-12-01
NCT02839265,PHASE2,COMPLETED,33,2016-07-31
NCT01460134,PHASE1,COMPLETED,90,2011-10-31
NCT01496742,PHASE2,COMPLETED,259,2012-04-30
NCT04619004,PHASE2,ACTIVE_NOT_RECRUITING,277,2021-02-02
NCT04641754,PHASE2,UNKNOWN,176,2019-03-07
NCT06946927,PHASE1,RECRUITING,72,2025-06-06
NCT07052669,PHASE3,RECRUITING,311,2025-07-01
NCT05651022,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,120,2023-02-28
NCT00351039,PHASE1/PHASE2,TERMINATED,8,2006-07-31
NCT01218594,PHASE2,UNKNOWN,50,2009-05-31
NCT07178795,PHASE3,RECRUITING,440,2025-09-29
NCT04530227,PHASE2,UNKNOWN,30,2020-09-25
NCT07671092,EARLY_PHASE1,NOT_YET_RECRUITING,40,2026-06-30
NCT07207395,PHASE2,RECRUITING,30,2025-04-29
NCT06889467,,RECRUITING,10,2025-01-20
NCT07362940,PHASE1/PHASE2,RECRUITING,110,2025-11-27
NCT05120349,PHASE3,ACTIVE_NOT_RECRUITING,390,2022-02-21
NCT01555502,,COMPLETED,50,2011-03-31
NCT02475382,,NO_LONGER_AVAILABLE,,
NCT01364012,PHASE3,COMPLETED,276,2011-05-23
NCT01243775,PHASE2,COMPLETED,33,2010-11-30
NCT04698681,,TERMINATED,20,2021-01-19
NCT01898156,PHASE1/PHASE2,TERMINATED,37,2013-07-31
NCT01366131,PHASE2,COMPLETED,104,2011-06-30
NCT03196986,PHASE3,COMPLETED,517,2017-08-15
NCT03257124,PHASE2,UNKNOWN,80,2017-05-08
NCT02754882,PHASE3,COMPLETED,763,2016-07-05
NCT03445000,PHASE2,TERMINATED,14,2018-11-06
NCT07315113,PHASE1,RECRUITING,18,2025-12-18
NCT04797702,PHASE1/PHASE2,UNKNOWN,67,2021-04-15
NCT01714908,PHASE2,UNKNOWN,100,2012-12-14
NCT03646994,,UNKNOWN,40,2018-08-01
NCT00113516,PHASE2,COMPLETED,84,2005-09-30
NCT04142931,PHASE1,UNKNOWN,30,2020-02-24
NCT03431415,NA,WITHDRAWN,0,2018-01-28
NCT07215962,,ACTIVE_NOT_RECRUITING,300,2024-11-22
NCT01728181,PHASE1/PHASE2,WITHDRAWN,0,2013-11-30
NCT01383668,PHASE1,WITHDRAWN,0,2011-06-30
NCT04552535,,COMPLETED,200,2020-05-08
NCT07045610,,NOT_YET_RECRUITING,20,2025-07-01
NCT03465241,,COMPLETED,119,2017-10-21
NCT07541521,,RECRUITING,100,2026-04-13
NCT03274479,PHASE1,UNKNOWN,18,2018-10-01
NCT02620657,,COMPLETED,2809,2015-12-31
NCT06192004,,TERMINATED,83,2024-01-05
NCT03493789,PHASE1,COMPLETED,19,2018-04-13
NCT04083599,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,350,2019-09-17
NCT07107035,,NOT_YET_RECRUITING,20000,2025-09-30
NCT03394118,PHASE2,COMPLETED,63,2017-08-11
NCT07234604,,NOT_YET_RECRUITING,50,2025-12-01
NCT05818449,NA,UNKNOWN,850,2022-06-01
NCT03095612,PHASE1/PHASE2,TERMINATED,41,2018-03-22
NCT04306094,,UNKNOWN,217,2017-11-01
NCT05463224,PHASE2,ACTIVE_NOT_RECRUITING,150,2023-01-04
NCT05533086,,UNKNOWN,20,2022-08-16
NCT05157503,,UNKNOWN,1,2020-01-10
NCT01130766,PHASE3,UNKNOWN,176,2008-06-30
NCT00819169,PHASE1/PHASE2,TERMINATED,89,2009-01-16
NCT03875092,PHASE3,COMPLETED,125,2017-04-21
NCT03920839,PHASE1,WITHDRAWN,0,2019-07-15
NCT04977791,,RECRUITING,250,2016-07-21
NCT01882621,PHASE3,UNKNOWN,300,2013-10-31
NCT06593522,PHASE2,ACTIVE_NOT_RECRUITING,61,2024-12-26
NCT05611879,PHASE2,UNKNOWN,30,2023-03-12
NCT07623369,PHASE1,NOT_YET_RECRUITING,56,2026-06-30
NCT06331585,PHASE2,WITHDRAWN,0,2024-03-18
NCT03546829,PHASE1,RECRUITING,10,2019-03-05
NCT00318136,PHASE2,COMPLETED,47,2005-09-30
NCT02438722,PHASE2/PHASE3,COMPLETED,174,2015-05-07
NCT00345059,PHASE3,TERMINATED,84,2005-05-31
NCT00960297,PHASE2,TERMINATED,4,2009-08-31
NCT01482182,,COMPLETED,35,2011-11-30
NCT07309952,PHASE2,RECRUITING,28,2025-12-31
NCT02082210,PHASE1/PHASE2,COMPLETED,97,2014-03-07
NCT03812549,PHASE1,COMPLETED,29,2019-01-18
NCT03370159,PHASE1/PHASE2,WITHDRAWN,0,2018-06-30
NCT05891197,,TERMINATED,10,2023-05-19
NCT06767046,PHASE1,ACTIVE_NOT_RECRUITING,8,2025-02-18
NCT02080650,NA,COMPLETED,62,2014-03-31
NCT00766246,PHASE2,TERMINATED,125,2008-10-31
NCT04499794,,UNKNOWN,75,2020-08-01
NCT05862194,,COMPLETED,534,2015-06-01
NCT07614646,PHASE1,NOT_YET_RECRUITING,13,2026-07-31
NCT03672643,PHASE4,TERMINATED,41,2019-01-28
NCT02492568,PHASE2,COMPLETED,92,2015-07-31
NCT04442126,PHASE1/PHASE2,TERMINATED,52,2020-08-19
NCT04939701,PHASE1/PHASE2,TERMINATED,16,2021-12-23
NCT02803203,PHASE1/PHASE2,COMPLETED,49,2016-06-29
NCT02802540,PHASE2/PHASE3,UNKNOWN,78,2014-12-31
NCT03073902,,COMPLETED,80,2017-03-25
NCT06580665,NA,NOT_YET_RECRUITING,134,2024-09-01
NCT05548348,PHASE2,UNKNOWN,30,2022-09-26
NCT05722015,PHASE3,ACTIVE_NOT_RECRUITING,377,2023-02-14
